Model,girders,span,numberofdiaphragms,girderspacing,maxXreaction,minendmoment,width,maxendmoment,Y,mindeflection,minXreaction,numberofgirders,maxmoment
TX_30_50_R04,"[27, 146]",50,3,7,37362.25967697049,-1127904.1789632286,30,759457.2611412898,37.25,-0.2692549259847389,-27946.313559980008,5,3545735.645837072
TX_30_50_R05,"[30, 173]",50,3,7,38038.10152177025,-1151146.6908891345,30,827993.5387218319,40.75,-0.19952316778475895,-27664.422619296274,5,3597299.976381621
TX_30_50_R06,"[33, 118]",50,3,7,32302.9930877366,-1192076.3112279458,30,835709.3761477887,43,-0.24997738589587853,-23696.130504266086,5,3588975.24604563
TX_30_50_R07,"[36, 135]",50,3,7,33132.40395981911,-1270256.970363683,30,847228.8223226939,45.62,-0.20557367267316196,-23884.36300532202,5,3606052.9736695047
TX_30_50_R08,"[40, 149]",50,3,7,33641.11739529061,-1312151.635486699,30,908980.9663439395,48.25,-0.18335239903377332,-23965.46013014832,5,3636426.7151330383
TX_30_55_P01,"[0.75, 12, 1, 12, 0.5, 19.5]",55,4,7,27147.76934616561,-702322.6932983506,30,528329.8616660156,31.25,-0.6307634985474114,-21648.95569147562,5,3861117.494158364
TX_30_55_P02,"[0.75, 12, 0.875, 12, 0.5, 22.5]",55,4,7,26466.0032942858,-760644.4523089417,30,571959.8849842101,34.12,-0.5548700475141269,-20970.42125987157,5,3917478.837778574
TX_30_55_P03,"[0.75, 14, 1, 14, 0.5, 25.5]",55,4,7,27966.67463880133,-859592.0665036966,30,593986.1244230822,37.25,-0.3983515531043487,-21824.912826628686,5,3990955.399382932
TX_30_55_P04,"[1, 15, 1.25, 15, 0.5, 28.5]",55,4,7,29422.546926310464,-903058.6641304791,30,684478.1181653317,40.75,-0.2832092366318447,-22543.980758822534,5,4082313.9082479635
TX_30_55_P05,"[0.75, 12, 0.75, 12, 0.5, 31.5]",55,4,7,24554.88276473427,-910920.5294916738,30,665520.0895376983,43,-0.3538520123829808,-18753.263407892133,5,4058584.3540118346
TX_30_55_P06,"[0.75, 12, 0.875, 12, 0.5, 34]",55,4,7,24859.00711168603,-975408.160245496,30,666440.9932811038,45.62,-0.2899156801075538,-18712.491835493496,5,4081851.6529993354
TX_30_55_P07,"[0.75, 12, 1, 12, 0.5, 36.5]",55,4,7,24855.71688907086,-1028725.2250882747,30,701764.7328271765,48.25,-0.2410917654214701,-18406.752271680503,5,4120713.8586251116
TX_30_55_R01,"[21, 111]",55,4,7,29630.062938518517,-772918.3801148623,30,574569.1356717289,31.25,-0.6111427233356254,-23412.156789002947,5,3875026.8160236604
TX_30_55_R02,"[24, 104]",55,4,7,28209.348104127603,-814825.7134795195,30,606915.1283497926,34.12,-0.5570633689577665,-22125.14365002965,5,3920997.1160930726
TX_30_55_R03,"[27, 146]",55,4,7,32301.744010195634,-975093.3565059245,30,674797.2390176333,37.25,-0.3648029928825187,-24832.53748305302,5,4016917.8257210306
TX_30_55_R04,"[30, 173]",55,4,7,33476.695764803306,-1013013.5297691614,30,752544.9450203276,40.75,-0.27110310177175945,-25144.969253587697,5,4085937.137786028
TX_30_55_R05,"[33, 118]",55,4,7,27296.862461036504,-1007315.0016909923,30,721603.1046765331,43,-0.3390068090169142,-20461.34583979676,5,4071467.537884811
TX_30_55_R06,"[36, 135]",55,4,7,28435.231219999896,-1090142.318092062,30,745412.9350517353,45.62,-0.27931926898445053,-21014.977030027207,5,4096645.698183667
TX_30_55_R07,"[40, 149]",55,4,7,29118.061690114362,-1135695.8968063698,30,807760.648630208,48.25,-0.24939297719368922,-21297.406966240294,5,4135586.371012402
TX_30_60_P01,"[0.875, 12, 1.25, 12, 0.5, 19.5]",60,4,7,26925.879949475864,-685385.9304072283,30,519374.405151691,31.62,-0.7202591906516299,-21846.82082570906,5,4328712.95591732
TX_30_60_P02,"[0.75, 12, 1, 12, 0.5, 22.5]",60,4,7,25350.95014593461,-725246.2570382691,30,553672.3000170268,34.25,-0.6739865959556849,-20452.946503239713,5,4376407.227736681
TX_30_60_P03,"[0.75, 14, 1, 14, 0.5, 25.5]",60,4,7,26553.596491444187,-816140.0704171644,30,576764.6549210578,37.25,-0.5195851623371698,-21193.014578144972,5,4446459.379692334
TX_30_60_P04,"[1, 15, 1.25, 15, 0.5, 28.5]",60,4,7,28561.789515812885,-876586.8334361642,30,680759.3425208973,40.75,-0.3697574803964743,-22422.31114847835,5,4562519.524324685
TX_30_60_P05,"[0.75, 12, 0.75, 12, 0.5, 31.5]",60,4,7,23269.67814428839,-863229.6151018142,30,645889.2101180534,43,-0.4622102262883769,-18200.447473638065,5,4528870.048569098
TX_30_60_P06,"[0.75, 12, 0.875, 12, 0.5, 34]",60,4,7,23821.350006154862,-934675.7837214823,30,654727.5975867079,45.62,-0.3789476024207938,-18384.164542147053,5,4561744.5420251805
TX_30_60_P07,"[0.75, 12, 1, 12, 0.5, 36.5]",60,4,7,24044.35347779507,-995123.6998553906,30,696727.9446670266,48.25,-0.31520525607406064,-18275.143973488903,5,4611828.276824144
TX_30_60_R01,"[21, 132]",60,4,7,29778.310489927077,-764381.9498591995,30,520486.23089229036,31.62,-0.6846122410350071,-23978.319063576477,5,4308945.982795438
TX_30_60_R02,"[24, 117]",60,4,7,27667.705121800678,-790479.8493298001,30,597190.0311018581,34.25,-0.659719595669018,-22167.21200560295,5,4385427.996625085
TX_30_60_R03,"[27, 146]",60,4,7,30586.05898290223,-923265.9066974802,30,656199.8960193276,37.25,-0.478932360034848,-24149.200684934898,5,4476936.2518433025
TX_30_60_R04,"[30, 173]",60,4,7,32216.200456342194,-974796.2844363686,30,745634.9988118472,40.75,-0.3568785869124784,-24915.087609417766,5,4566037.767574981
TX_30_60_R05,"[33, 118]",60,4,7,25649.127203760472,-946490.7365040247,30,697104.9907280587,43,-0.4455449375655964,-19767.096195913182,5,4543272.261496587
TX_30_60_R06,"[36, 135]",60,4,7,27024.350481517333,-1036024.1819883557,30,729439.5275607562,45.62,-0.367733280801915,-20565.24922932686,5,4578123.930975347
TX_30_60_R07,"[40, 149]",60,4,7,27839.359266768253,-1085788.834785526,30,796024.1736854006,48.25,-0.32864292655782046,-20988.391317077883,5,4626621.777112261
TX_30_65_P01,"[1, 12, 1.625, 12, 0.5, 19.8]",65,4,7,26915.51711061625,-676656.0217207419,30,491775.6812898839,32.38,-0.7667657683211604,-22144.280123748973,5,4795725.470096017
TX_30_65_P02,"[0.875, 12, 1.125, 12, 0.5, 22.5]",65,4,7,24316.407073684393,-688978.9254222658,30,532863.8716310253,34.5,-0.7976005827608229,-19992.72817837377,5,4826358.319910612
TX_30_65_P03,"[0.75, 14, 1, 14, 0.5, 25.5]",65,4,7,24709.23658952439,-759432.2317085754,30,548075.7312039947,37.25,-0.660674716609098,-20139.710484122206,5,4888593.60957394
TX_30_65_P04,"[1, 15, 1.25, 15, 0.5, 28.5]",65,4,7,27183.77846198938,-834241.375222323,30,662512.1295498663,40.75,-0.47086060635704535,-21822.077645266054,5,5031844.596816929
TX_30_65_P05,"[0.75, 12, 0.75, 12, 0.5, 31.5]",65,4,7,21617.681623491368,-801931.5357826591,30,613694.113107043,43,-0.5885543697555234,-17293.575107786863,5,4986260.331680162
TX_30_65_P06,"[0.75, 12, 0.875, 12, 0.5, 34]",65,4,7,22382.958284404573,-878219.4542230102,30,629734.6312567019,45.62,-0.4829888975760218,-17682.947693162456,5,5030589.941716452
TX_30_65_P07,"[0.75, 12, 1, 12, 0.5, 36.5]",65,4,7,22811.595386332425,-944081.544614447,30,677201.9011451253,48.25,-0.40195973603837354,-17763.478073438775,5,5093196.966350908
TX_30_65_R01,"[21, 166]",65,4,7,30858.36549985687,-691385.8276776737,30,554605.5916176749,32.38,-0.6886092215000114,-25201.238627973406,5,4825782.13752529
TX_30_65_R02,"[24, 131]",65,4,7,26854.348432508006,-759432.418534237,30,535924.4124172477,34.5,-0.7594724024543866,-21949.533129713098,5,4807876.305194288
TX_30_65_R03,"[27, 146]",65,4,7,28385.40602147742,-856800.8307215979,30,624300.1451226812,37.25,-0.6121441627910584,-22976.26903079502,5,4923504.721455187
TX_30_65_R04,"[30, 173]",65,4,7,30400.658979601463,-919787.6805156207,30,722759.7430731361,40.75,-0.4573973095888046,-24151.695723350662,5,5034803.5471896045
TX_30_65_R05,"[33, 118]",65,4,7,23624.412785689325,-871756.1413532125,30,659262.5493715851,43,-0.5700659513006862,-18694.438470056844,5,5001818.374884287
TX_30_65_R06,"[36, 135]",65,4,7,25182.255384360284,-965375.5633506702,30,698702.4158672345,45.62,-0.47133206720614723,-19699.271219518287,5,5047981.14359811
TX_30_65_R07,"[40, 149]",65,4,7,26101.418179950993,-1017971.4098392794,30,767794.9796323342,48.25,-0.42162849719089507,-20244.51389761137,5,5106566.386187753
TX_30_70_P01,"[1.125, 12, 1.5, 12, 0.5, 22.5]",70,4,7,24673.875666991113,-682066.0338523253,30,511274.64173323737,35.12,-0.8337194866715193,-20573.703423997125,5,5298854.345446506
TX_30_70_P02,"[0.75, 14, 1, 14, 0.5, 25.5]",70,4,7,22623.07148133526,-695294.9210629707,30,511633.76451143384,37.25,-0.8225073470294784,-18801.472740415873,5,5317393.842337177
TX_30_70_P03,"[1, 15, 1.25, 15, 0.5, 28.5]",70,4,7,25464.29089417506,-781421.7337682511,30,633489.7745325508,40.75,-0.5872923195452202,-20866.901089745206,5,5490127.718910357
TX_30_70_P04,"[0.75, 12, 0.75, 12, 0.5, 31.5]",70,4,7,19762.872091039295,-733111.4774391965,30,572996.5868101142,43,-0.7337438494701255,-16147.09407329719,5,5430797.6215038095
TX_30_70_P05,"[0.75, 12, 0.875, 12, 0.5, 34]",70,4,7,20700.441756995457,-812186.4634546111,30,595299.2085933704,45.62,-0.6028308688708601,-16716.568536938805,5,5488261.275344441
TX_30_70_P06,"[0.75, 12, 1, 12, 0.5, 36.5]",70,4,7,21304.493601664704,-881687.3784705672,30,646966.3387975435,48.25,-0.5020744915692296,-16970.883237708218,5,5564637.310591019
TX_30_70_R01,"[24, 162]",70,4,7,27634.03015105088,-689277.8338198514,30,562940.6771902893,35.12,-0.7731148034522314,-22916.861240978556,5,5321838.850818191
TX_30_70_R02,"[27, 146]",70,4,7,25921.664549448997,-782399.6824400917,30,583345.9604185983,37.25,-0.7653002661720817,-21470.05778846972,5,5356693.109952287
TX_30_70_R03,"[30, 173]",70,4,7,28236.07070688724,-854227.1613533436,30,688175.829431847,40.75,-0.5734273379658058,-22997.017264804617,5,5492115.124904072
TX_30_70_R04,"[33, 118]",70,4,7,21411.7027402977,-790087.3290759688,30,612589.63199151,43,-0.7134223102062626,-17371.357234336658,5,5447221.861590343
TX_30_70_R05,"[36, 135]",70,4,7,23094.66214827247,-885319.4045887522,30,657640.9409095288,45.62,-0.5909033101617513,-18542.183717148004,5,5506168.900371001
TX_30_70_R06,"[40, 149]",70,4,7,24086.83072691615,-939368.7431719747,30,727702.441354102,48.25,-0.5290954566967194,-19187.82068566721,5,5575352.9386669565
TX_30_75_P01,"[1.375, 12, 1.75, 12, 0.5, 22.5]",75,4,7,24102.604219501838,-614843.2630914634,30,511948.5483619912,35.62,-0.9190984894820611,-20396.093725144292,5,5774986.364202374
TX_30_75_P02,"[0.875, 14, 1.25, 14, 0.5, 25.5]",75,4,7,22284.9981786565,-672690.7998605776,30,514332.28832281503,37.62,-0.8860044326058901,-18771.782163342003,5,5812128.587850856
TX_30_75_P03,"[1, 15, 1.25, 15, 0.5, 28.5]",75,4,7,23540.74843408387,-722348.258607461,30,596796.3808638883,40.75,-0.7197592892940483,-19659.008480997225,5,5937306.921732301
TX_30_75_P04,"[0.75, 12, 0.75, 12, 0.5, 31.5]",75,4,7,17823.182027440955,-661145.2857530183,30,526897.8752835816,43,-0.8985494403820262,-14848.387061910666,5,5862628.526069752
TX_30_75_P05,"[0.75, 12, 0.875, 12, 0.5, 34]",75,4,7,18891.161765569792,-741182.8819421172,30,554449.0112397489,45.62,-0.739194880993074,-15570.028277878126,5,5934720.729475027
TX_30_75_P06,"[0.75, 12, 1, 12, 0.5, 36.5]",75,4,7,19636.877959051235,-812653.6666502472,30,609093.6581318381,48.25,-0.6162145515816093,-15977.935130966911,5,6026045.879780652
TX_30_75_R01,"[24, 192]",75,4,7,27725.81664194298,-696220.7627962498,30,576673.796757717,35.62,-0.8111143279082286,-23315.683423710823,5,5818034.387687151
TX_30_75_R02,"[27, 161]",75,4,7,24901.987821840743,-686447.0761401124,30,570914.1200767084,37.62,-0.8543294561451292,-20977.665071180054,5,5825945.019677119
TX_30_75_R03,"[30, 173]",75,4,7,25883.585968547948,-782994.4494984968,30,645407.2898487909,40.75,-0.705670768829023,-21568.785030138388,5,5937964.988778428
TX_30_75_R04,"[33, 118]",75,4,7,19145.111914861587,-706434.2440799453,30,560492.7780276153,43,-0.8763794589914145,-15894.442236050629,5,5879695.788930929
TX_30_75_R05,"[36, 135]",75,4,7,20900.28520377609,-801175.0231151588,30,609740.2870913425,45.62,-0.7271656568449011,-17192.23208083467,5,5952732.488260385
TX_30_75_R06,"[40, 149]",75,4,7,21935.60905542714,-855443.4023145251,30,679464.7250545935,48.25,-0.6517302125413834,-17916.336124161815,5,6033015.5225454625
TX_30_80_P01,"[1.625, 12, 2.125, 12, 0.5, 22.5]",80,5,7,20682.22365468415,-534016.980039779,30,446109.154795003,36.25,-0.9711152724267357,-17555.584419232506,5,6245738.177614693
TX_30_80_P02,"[1, 14, 1.5, 14, 0.5, 25.75]",80,5,7,18734.613429730416,-527962.9138051422,30,440376.7501291435,38.25,-0.9427648200391922,-15823.56936401064,5,6286062.3190139
TX_30_80_P03,"[1, 15, 1.25, 15, 0.5, 28.5]",80,5,7,18532.368475420946,-568617.5341237239,30,473624.6705031237,40.75,-0.8673457321221483,-15602.83214903035,5,6350273.471721042
TX_30_80_P04,"[0.75, 12, 1.125, 12, 0.5, 31.5]",80,5,7,15096.412552949245,-553845.3994950067,30,416625.47707353305,43.38,-0.8917535688967477,-12517.225509296391,5,6335095.060528063
TX_30_80_P05,"[0.75, 12, 1.125, 12, 0.5, 34]",80,5,7,15431.045636024326,-601331.0890638488,30,453678.86490338226,45.88,-0.7891117708975071,-12696.472996612227,5,6413082.585450286
TX_30_80_P06,"[0.75, 12, 1, 12, 0.5, 36.5]",80,5,7,15143.115554685432,-626663.0275503482,30,472617.29444335634,48.25,-0.7435217345319145,-12398.700801317578,5,6451210.624278743
TX_30_80_R01,"[24, 229]",80,5,7,24586.61228444543,-619679.6186890161,30,514629.41456417926,36.25,-0.8297659012252856,-20726.25892230981,5,6300736.764163286
TX_30_80_R02,"[27, 194]",80,5,7,22101.839413659323,-612747.7984514019,30,511296.0163393956,38.25,-0.8636640384180451,-18678.346047881674,5,6320906.764070815
TX_30_80_R03,"[30, 173]",80,5,7,20330.511499564935,-614946.3603080183,30,513067.3113565838,40.75,-0.8533949681696913,-17147.609369427766,5,6351673.224623748
TX_30_80_R04,"[33, 152]",80,5,7,17595.24055908592,-635052.6172116677,30,484749.35132222675,43.38,-0.8419867857285345,-14628.023024686561,5,6370338.704646753
TX_30_80_R05,"[36, 150]",80,5,7,17334.22007182582,-660676.2494336476,30,510297.02317052655,45.88,-0.7906874383311522,-14342.593364086,5,6422270.159561894
TX_30_80_R06,"[40, 149]",80,5,7,16856.00524912968,-657319.6688918184,30,527977.2988916967,48.25,-0.7887654431147696,-13922.55587117724,5,6456528.95896082
TX_30_85_P01,"[1.25, 14, 1.75, 14, 0.5, 25.75]",85,5,7,18365.11302768442,-522114.4432053337,30,440611.9731087784,38.75,-1.013041758056857,-15691.63955766401,5,6768125.124172018
TX_30_85_P02,"[1, 15, 1.375, 15, 0.5, 28.5]",85,5,7,17173.41094684163,-527960.1777063413,30,444953.4114417692,40.88,-0.9799773400493281,-14628.979491532244,5,6804815.220179866
TX_30_85_P03,"[1, 12, 1.25, 12, 0.5, 31.5]",85,5,7,14440.477326841214,-523747.80040316767,30,407158.0746347259,43.75,-0.9944559693879244,-12164.716780063522,5,6800597.584908995
TX_30_85_P04,"[0.875, 12, 1.25, 12, 0.5, 34]",85,5,7,14521.940173103856,-561756.8822277492,30,434850.58229598275,46.12,-0.8871443679552115,-12127.627413159642,5,6880945.780269131
TX_30_85_P05,"[0.875, 12, 1.25, 12, 0.5, 36.5]",85,5,7,14718.456550774152,-602940.8343764326,30,466655.18511086394,48.62,-0.7905779456756634,-12182.762272470356,5,6955325.658594567
TX_30_85_R01,"[27, 235]",85,5,7,22619.81812149503,-630968.1360029685,30,531141.1992568051,38.75,-0.8718151427854915,-19279.166072958167,5,6831335.717142925
TX_30_85_R02,"[30, 191]",85,5,7,19491.702043801055,-592008.0176261442,30,500954.5888446164,40.88,-0.9390888773199391,-16672.873170494153,5,6822332.166728861
TX_30_85_R03,"[33, 169]",85,5,7,16875.065733238524,-568047.9521015075,30,472733.8641122633,43.75,-0.9095307570050767,-14223.423761244769,5,6850307.363537595
TX_30_85_R04,"[36, 160]",85,5,7,16108.387689902851,-579450.0205131023,30,481774.7312547073,46.12,-0.8904770987182156,-13546.68895850738,5,6883491.232631397
TX_30_85_R05,"[40, 167]",85,5,7,16453.480839372525,-633556.1280322538,30,524768.613276657,48.62,-0.8328753287376963,-13776.64062875389,5,6958169.121570404
TX_30_90_P01,"[1.5, 14, 2.125, 14, 0.5, 25.5]",90,5,7,18184.37985347572,-518182.03918524674,30,440723.4884305845,39.12,-1.0646692220072658,-15658.48821952028,5,7260490.925336741
TX_30_90_P02,"[1, 15, 1.5, 15, 0.5, 28.5]",90,5,7,15817.945291720305,-487256.65124753385,30,414707.395174846,41,-1.1007088028201257,-13607.13163037942,5,7258171.084061292
TX_30_90_P03,"[0.75, 16, 1.25, 16, 0.5, 31.5]",90,5,7,13797.522449712282,-461401.10535792407,30,387032.7777713889,43.5,-1.0248729130630967,-11680.779510489976,5,7313396.340360416
TX_30_90_P04,"[1.125, 16, 1.5, 16, 0.5, 33.5]",90,5,7,15906.47244828642,-568237.0406925788,30,472683.43412760354,46.12,-0.8258306837162124,-13346.164645141249,5,7462322.052900276
TX_30_90_P05,"[0.875, 16, 1.25, 16, 0.5, 36.5]",90,5,7,14583.343265179165,-560384.4794400893,30,463660.16084776114,48.62,-0.806628924165226,-12163.22711288927,5,7483644.914588264
TX_30_90_R01,"[27, 258]",90,5,7,21729.24423202357,-607688.2503164368,30,517049.66359793476,39.12,-0.9441217376534773,-18716.793124265798,5,7302794.265217093
TX_30_90_R02,"[30, 211]",90,5,7,18753.692293982742,-569664.5288019683,30,487893.2958596658,41,-1.0252966742331153,-16234.677561772209,5,7295612.876350627
TX_30_90_R03,"[33, 201]",90,5,7,16777.240293874867,-558636.8745158568,30,472689.61538572767,43.5,-0.9555877310249954,-14330.076988931785,5,7363635.7622659085
TX_30_90_R04,"[36, 231]",90,5,7,18669.828265102733,-669311.7122158802,30,560663.6950481066,46.12,-0.7854253503208064,-15769.504928238039,5,7502753.332153394
TX_30_90_R05,"[40, 199]",90,5,7,16446.64099506032,-630388.026471619,30,529821.0105211271,48.62,-0.8478072611716175,-13935.398745279093,5,7492776.821947042
TX_30_95_P01,"[1, 15, 1.75, 15, 0.5, 28.5]",95,5,7,15007.523150788811,-464146.0655908308,30,397473.008109791,41.25,-1.176914409376313,-12988.936807838272,5,7733875.90099445
TX_30_95_P02,"[1.25, 16, 1.375, 16, 0.5, 31.5]",95,5,7,13949.495312833003,-470829.2732541637,30,401008.2248015582,44.12,-1.105996151284592,-11989.697108230543,5,7795671.56424419
TX_30_95_P03,"[1.125, 16, 1.5, 16, 0.5, 33.5]",95,5,7,14351.705332067522,-512666.61382052506,30,432261.015561629,46.12,-0.9650255362861706,-12205.457007838162,5,7898497.896650546
TX_30_95_P04,"[0.875, 16, 1.25, 16, 0.5, 36.5]",95,5,7,13111.686066668291,-503807.9500142408,30,422779.7480400151,48.62,-0.9428986219638957,-11091.328862153125,5,7922637.572460624
TX_30_95_R01,"[30, 235]",95,5,7,18249.92210306684,-557392.0867920914,30,481697.05163731915,41.25,-1.0896418001905348,-15940.233136151477,5,7774528.226325994
TX_30_95_R02,"[33, 221]",95,5,7,16074.901536032961,-535347.0264988111,30,456802.48255543155,44.12,-1.013673764709539,-13844.927093691613,5,7841456.082307599
TX_30_95_R03,"[36, 231]",95,5,7,16727.65457268031,-599647.7252996869,30,510444.30732894246,46.12,-0.9208389089858624,-14357.781099468068,5,7940739.19860614
TX_30_95_R04,"[40, 199]",95,5,7,14595.260489974005,-559400.6412531392,30,477678.5273835275,48.62,-0.9935454845321532,-12564.45507367744,5,7926768.200852539
