Model,girders,span,numberofdiaphragms,girderspacing,maxXreaction,minendmoment,width,maxendmoment,Y,mindeflection,minXreaction,numberofgirders,maxmoment
TX_24_95_P01,"[1.25, 16, 1.75, 16, 0.5, 31.5]",95,5,7.3333,7465.940657106361,-253850.63180952444,24,251311.33290822883,44.5,-1.0417217694999295,-7465.940656917722,4,8512918.347415056
TX_24_95_P02,"[1.125, 16, 1.5, 16, 0.5, 33.5]",95,5,7.3333,7022.1761332056485,-251266.91338352507,24,248878.34337850663,46.12,-1.0421204591239641,-7022.176132844302,4,8526410.961557891
TX_24_95_P03,"[1, 16, 1.375, 16, 0.5, 36.5]",95,5,7.3333,6864.034515154737,-265024.06482698285,24,262682.6207511435,48.88,-0.9624938639710658,-6863.857865289259,4,8606446.536709173
TX_24_95_R01,"[33, 263]",95,5,7.3333,9159.45247004977,-307591.1686317266,24,304437.7310562539,44.5,-0.9396290166145851,-9159.452468574842,4,8574637.047313778
TX_24_95_R02,"[36, 231]",95,5,7.3333,8125.46763776291,-291758.7228124075,24,289079.3198177619,46.12,-0.9950342883724499,-8125.467636394875,4,8569428.677406227
TX_24_95_R03,"[40, 215]",95,5,7.3333,7627.398135845716,-293971.01015507925,24,291344.24510483217,48.88,-0.9865659085609063,-7627.398131036074,4,8608781.642609365
TX_28_100_P01,"[1.125, 16, 1.625, 16, 0.5, 33.5]",100,5,8.667,11180.070185079312,-403843.4566357256,28,398523.1989571879,46.25,-1.183483567367641,-11180.070185132223,4,9534858.304624105
TX_28_100_P02,"[1.125, 16, 1.625, 16, 0.5, 36.5]",100,5,8.667,11415.566130555217,-446070.3139711634,28,440638.60855743894,49.25,-1.0362445207032824,-11415.566130774805,4,9661601.555384101
TX_28_100_R01,"[36, 247]",100,5,8.667,13248.831273487076,-480191.0919469242,28,474078.844855903,46.25,-1.1215717109737289,-13248.831268994512,4,9583368.609899504
TX_28_100_R02,"[40, 249]",100,5,8.667,13391.135648017143,-521000.1573170094,28,514548.94863877597,49.25,-1.0349403457754698,-13391.135644161233,4,9683242.301758368
TX_28_105_P01,"[1.375, 16, 1.875, 16, 0.5, 33.5]",105,6,8.667,9231.283928885026,-335737.52219197043,28,331343.11510951974,46.75,-1.2358107880065459,-9231.283928912291,4,10102472.693901869
TX_28_105_P02,"[1.25, 16, 1.875, 16, 0.5, 36.5]",105,6,8.667,9251.310579896792,-363214.3698748173,28,358810.86962354695,49.62,-1.0910888837869182,-9251.31058006518,4,10228652.928891871
TX_28_105_R01,"[36, 282]",105,6,8.667,11195.446103627155,-406739.33672857616,28,401603.9182517091,46.75,-1.1388167545958505,-11195.446096994485,4,10165507.204649558
TX_28_105_R02,"[40, 277]",105,6,8.667,10994.113415064125,-428247.76607028395,28,422949.4784579596,49.62,-1.0870890499665962,-10994.113416660834,4,10243209.288934117
TX_28_110_P01,"[1.25, 16, 1.875, 16, 0.5, 36.5]",110,6,8.667,8277.44480857957,-324963.11979761586,28,321021.96262780065,49.62,-1.2461208264900867,-8277.444808945056,4,10735428.187473772
TX_28_110_R01,"[40, 277]",110,6,8.667,9741.276203591238,-379427.0988793858,28,374731.11645813414,49.62,-1.2441426618717222,-9741.27620224651,4,10747579.370047143
TX_28_115_P01,"[1.375, 16, 2, 16, 0.5, 36.5]",115,6,8.667,7734.235672441675,-304592.0015672142,28,300908.6277124449,49.88,-1.3534208234932161,-7734.235672939361,4,11257258.980883265
TX_28_115_R01,"[40, 297]",115,6,8.667,9160.334531558994,-356011.49432170234,28,351594.59193462855,49.88,-1.3417492499724664,-9160.334528999458,4,11267980.691041743
TX_28_120_P01,"[1.625, 16, 2.125, 16, 0.5, 36.5]",120,6,8.667,7327.551067536279,-289938.7237486712,28,286448.298911129,50.25,-1.4552959109607453,-7327.551068155953,4,11799095.444644254
TX_28_120_R01,"[40, 324]",120,6,8.667,8826.397220772778,-344368.2904963171,28,340138.480054859,50.25,-1.3967791371494926,-8826.397216750867,4,11833275.893590355
TX_28_30_P01,"[1, 12, 1.25, 12, 0.5, 17]",30,3,8.667,22040.902697030026,-534158.6142535238,28,493544.95309085713,29.25,-0.09929070453464058,-22040.902697039106,4,1835871.0905171449
TX_28_30_P02,"[0.875, 12, 1.25, 12, 0.5, 19.5]",30,3,8.667,20086.26530566637,-535105.2470958197,28,498354.12751596136,31.62,-0.08390378322414016,-20086.265305674682,4,1847923.9409020946
TX_28_30_P03,"[0.75, 12, 1, 12, 0.5, 22.5]",30,3,8.667,18848.98218402266,-559682.5971042503,28,528132.0197076479,34.25,-0.07816453718018525,-18848.982184025343,4,1853755.9511991292
TX_28_30_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",30,3,8.667,17659.767199196023,-564911.7293786113,28,530768.9034879816,37.25,-0.06036253924777452,-17659.767199203117,4,1867231.2435913172
TX_28_30_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",30,3,8.667,16240.269051486128,-551751.2492248699,28,496177.2035156397,40.75,-0.04353098829022198,-16240.269051492833,4,1879316.1615572446
TX_28_30_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",30,3,8.667,15634.857695397428,-597749.3728222185,28,570367.4925009573,43.0,-0.05337348751646692,-15634.857695402332,4,1873885.99342604
TX_28_30_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",30,3,8.667,14793.900544991213,-598627.7912743357,28,570606.83804445,45.62,-0.044058261534078304,-14793.900544995327,4,1881390.395135382
TX_28_30_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",30,3,8.667,13940.380756899427,-595352.4431538719,28,566958.3353745359,48.25,-0.03701431621028591,-13940.380756904162,4,1887261.1060518136
TX_28_30_R01,"[18, 130]",30,3,8.667,23867.749450271578,-600364.3672142234,28,553043.1715405621,29.25,-0.08413711346980451,-23867.749450262592,4,1845430.3842328738
TX_28_30_R02,"[21, 132]",30,3,8.667,22261.040500850326,-600305.9621453112,28,555699.4186228358,31.62,-0.07425280478000185,-22261.040500777788,4,1853509.521752016
TX_28_30_R03,"[24, 117]",30,3,8.667,20982.87320530848,-623594.6722229458,28,586361.950426977,34.25,-0.0713086913788478,-20982.87320519262,4,1857691.033754725
TX_28_30_R04,"[27, 146]",30,3,8.667,20059.752390989557,-634305.7694828928,28,549152.2037635056,37.25,-0.050780121155226704,-20059.752390947193,4,1870904.1027114568
TX_28_30_R05,"[30, 173]",30,3,8.667,18767.739336038634,-638217.0291018026,28,565246.5049535345,40.75,-0.03735061906396927,-18767.739335926493,4,1881599.843090026
TX_28_30_R06,"[33, 118]",30,3,8.667,17648.24456432035,-671580.8087171529,28,640167.8564952164,43.0,-0.047071718236911995,-17648.244564278095,4,1877274.8069443568
TX_28_30_R07,"[36, 135]",30,3,8.667,17080.084564241715,-677386.6147643357,28,642489.8726260002,45.62,-0.038512764740612326,-17080.084564213055,4,1883490.690444616
TX_28_30_R08,"[40, 149]",30,3,8.667,16789.399583900427,-678852.7898076568,28,640739.7574958295,48.25,-0.034255481283555544,-16789.39958388629,4,1887164.6123312116
TX_28_35_P01,"[1, 12, 1.25, 12, 0.5, 17]",35,3,8.667,25193.22536794098,-610548.1574253925,28,564120.9931941624,29.25,-0.16771018598560927,-25193.225367983676,4,2320605.045182364
TX_28_35_P02,"[0.875, 12, 1.25, 12, 0.5, 19.5]",35,3,8.667,23038.188680391482,-613738.1074560856,28,571580.8520325854,31.62,-0.14158223011550766,-23038.188680425024,4,2340932.5719910283
TX_28_35_P03,"[0.75, 12, 1, 12, 0.5, 22.5]",35,3,8.667,21630.94550381813,-642281.6232492401,28,606070.1636538092,34.25,-0.13206107347258259,-21630.94550385818,4,2351896.1415169784
TX_28_35_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",35,3,8.667,20733.955360271102,-663243.7474493984,28,623153.1480222483,37.25,-0.10161691908600214,-20733.955360302476,4,2373985.288395992
TX_28_35_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",35,3,8.667,19642.721771893663,-667337.2820623078,28,600113.1526554631,40.75,-0.07270890585325177,-19642.721771919394,4,2391461.8379683704
TX_28_35_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",35,3,8.667,18324.184050118864,-700561.8219075466,28,668466.6395041232,43.0,-0.09000947145239012,-18324.184050140742,4,2386664.368655939
TX_28_35_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",35,3,8.667,17607.049726852074,-712454.6228417082,28,679102.1276550501,45.62,-0.07399765944168075,-17607.04972688221,4,2398863.2990490138
TX_28_35_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",35,3,8.667,16811.3701550704,-717958.0599159033,28,683713.149511439,48.25,-0.06186315144185334,-16811.370155100354,4,2408182.0920532723
TX_28_35_R01,"[18, 130]",35,3,8.667,27280.13041813925,-686193.2838470094,28,632101.600736125,29.25,-0.1450616744350192,-27280.130418162407,4,2335461.489721795
TX_28_35_R02,"[21, 132]",35,3,8.667,25403.26325478284,-685034.7025252952,28,634126.6362203422,31.62,-0.12821733903618768,-25403.26325465016,4,2348904.8284448446
TX_28_35_R03,"[24, 117]",35,3,8.667,23889.841124573395,-709982.9630320542,28,667587.8016775516,34.25,-0.1233174807353218,-23889.841124452898,4,2357349.1730566593
TX_28_35_R04,"[27, 146]",35,3,8.667,23471.73969925152,-742189.565266154,28,642544.6800724927,37.25,-0.08800340177054787,-23471.73969923859,4,2375886.1724836635
TX_28_35_R05,"[30, 173]",35,3,8.667,22411.278619919256,-762112.6734367389,28,674970.2547978663,40.75,-0.06479323881535347,-22411.278619736455,4,2394017.619607407
TX_28_35_R06,"[33, 118]",35,3,8.667,20500.89557298843,-780130.9229686833,28,743637.3480504171,43.0,-0.08171415955329979,-20500.895573010424,4,2391787.4490468674
TX_28_35_R07,"[36, 135]",35,3,8.667,20125.329082195873,-798154.9060894685,28,757033.5700211157,45.62,-0.0669061432220695,-20125.32908219561,4,2401578.657728784
TX_28_35_R08,"[40, 149]",35,3,8.667,19936.663432112848,-806103.1580546483,28,760842.9685490592,48.25,-0.05955114972202814,-19936.663432139172,4,2406994.199611367
TX_28_40_P01,"[1, 12, 1.25, 12, 0.5, 17]",40,4,8.667,25304.42067438683,-613229.5247611876,28,566572.9795460121,29.25,-0.2611966636179091,-25304.42067443984,4,2826452.3141167695
TX_28_40_P02,"[0.875, 12, 1.25, 12, 0.5, 19.5]",40,3,8.667,25341.802190667346,-675093.180406434,28,628695.7944305898,31.62,-0.22065433104059562,-25341.802190697297,4,2859918.1410725918
TX_28_40_P03,"[0.75, 12, 1, 12, 0.5, 22.5]",40,3,8.667,23815.5372681333,-707141.238341414,28,667251.6198172228,34.25,-0.20606812707482786,-23815.537268179967,4,2877343.9496067497
TX_28_40_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",40,3,8.667,23296.17122181063,-745190.3499073309,28,700123.7647789564,37.25,-0.1583412074102505,-23296.171221857894,4,2911682.5300356094
TX_28_40_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",40,3,8.667,22664.110692935043,-769957.6917100386,28,692359.8530485148,40.75,-0.11281291426086994,-22664.11069296128,4,2937528.308201441
TX_28_40_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",40,3,8.667,20584.346202806137,-786963.6362626555,28,750892.056769145,43.0,-0.14049614305084376,-20584.34620284428,4,2932107.9965308085
TX_28_40_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",40,3,8.667,20054.15707841234,-811463.9017946764,28,773458.1691362417,45.62,-0.11524600812893333,-20054.157078447755,4,2951193.43326764
TX_28_40_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",40,3,8.667,19376.756958640763,-827503.8199987358,28,788015.3663786057,48.25,-0.09608201920477275,-19376.756958672308,4,2965647.7901677806
TX_28_40_R01,"[18, 130]",40,4,8.667,27687.52775301726,-696421.477742548,28,641494.6796456418,29.25,-0.22932195445222853,-27687.527752945498,4,2849047.2111662207
TX_28_40_R02,"[21, 132]",40,3,8.667,27868.96063722931,-751505.273081339,28,695628.264550649,31.62,-0.20302562681862094,-27868.960637185843,4,2870737.0479979604
TX_28_40_R03,"[24, 117]",40,3,8.667,26155.95607457551,-777318.8241012562,28,730879.3625438861,34.25,-0.195513823163713,-26155.956074608843,4,2884413.1388058565
TX_28_40_R04,"[27, 146]",40,3,8.667,26347.876794113057,-833111.3875443022,28,721208.44476778,37.25,-0.13992812942189875,-26347.876794065865,4,2911515.119765105
TX_28_40_R05,"[30, 173]",40,3,8.667,25642.610927910868,-871965.2258809207,28,772220.0485967227,40.75,-0.10319980697611769,-25642.610927920374,4,2940547.545292603
TX_28_40_R06,"[33, 118]",40,3,8.667,22882.66842270977,-870756.8055300883,28,830004.9129927432,43.0,-0.13012661103950388,-22882.66842271444,4,2939526.870318139
TX_28_40_R07,"[36, 135]",40,3,8.667,22766.370806655887,-902881.3996612829,28,856344.0638401711,45.62,-0.10667028696836434,-22766.370806655912,4,2954892.961102734
TX_28_40_R08,"[40, 149]",40,3,8.667,22714.911946819695,-918418.4560811197,28,866830.4622719147,48.25,-0.09501875199392658,-22714.911946753913,4,2962950.084801164
TX_28_45_P01,"[1, 12, 1.25, 12, 0.5, 17]",45,4,8.667,26534.771536659624,-643038.0593266886,28,594101.3318185785,29.25,-0.3846214747559482,-26534.7715366403,4,3356297.9724634076
TX_28_45_P02,"[0.875, 12, 1.25, 12, 0.5, 19.5]",45,3,8.667,26884.370049024303,-716179.2148238644,28,666948.2628555368,31.62,-0.3253776357114703,-26884.370049031706,4,3403727.2074160925
TX_28_45_P03,"[0.75, 12, 1, 12, 0.5, 22.5]",45,3,8.667,25283.747162507505,-750731.222989685,28,708374.1390886664,34.25,-0.30422365296776754,-25283.74716253487,4,3428784.0634643077
TX_28_45_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",45,3,8.667,25199.182561050482,-806055.6689978807,28,757299.0991526766,37.25,-0.23376999655063077,-25199.18256105253,4,3479571.38059082
TX_28_45_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",45,3,8.667,25129.79658123902,-853710.5299510127,28,767657.3653911796,40.75,-0.16621437855897944,-25129.79658122045,4,3518105.5894372314
TX_28_45_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",45,3,8.667,22264.82127988333,-851204.9047389999,28,812180.4144713953,43.0,-0.20776560604070296,-22264.82127986691,4,3509413.7684296635
TX_28_45_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",45,3,8.667,21974.4172319357,-889157.8944455332,28,847504.804312232,45.62,-0.1702576576478659,-21974.417231931846,4,3538017.9554141774
TX_28_45_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",45,3,8.667,21471.92479146629,-916972.3604782061,28,873205.8653072934,48.25,-0.1417316207280146,-21471.92479148537,4,3559722.1081862957
TX_28_45_R01,"[18, 130]",45,4,8.667,29089.097737081036,-731664.9363970846,28,673943.9471352674,29.25,-0.3412600524612604,-29089.097737091524,4,3386778.134506459
TX_28_45_R02,"[21, 132]",45,3,8.667,29501.88281558443,-795528.5686278052,28,736365.9265496742,31.62,-0.30282457520054573,-29501.882815412653,4,3417883.0242743157
TX_28_45_R03,"[24, 117]",45,3,8.667,27636.280537578237,-821306.5645136582,28,772229.1177108372,34.25,-0.2919276395779418,-27636.28053732441,4,3437461.1190537876
TX_28_45_R04,"[27, 146]",45,3,8.667,28498.47295659602,-901101.6413765576,28,780043.8156140144,37.25,-0.20964312491238915,-28498.472956353904,4,3477902.014660006
TX_28_45_R05,"[30, 173]",45,3,8.667,28254.305820378217,-960760.071570194,28,850838.7578633536,40.75,-0.15496472226191127,-28254.30582036174,4,3521845.9722452927
TX_28_45_R06,"[33, 118]",45,3,8.667,24622.357830131266,-936952.4153958915,28,893093.2839135901,43.0,-0.19522033735102387,-24622.35783016499,4,3519510.7777911187
TX_28_45_R07,"[36, 135]",45,3,8.667,24813.774647624632,-984070.3603715992,28,933338.1174585185,45.62,-0.16026992803339282,-24813.77464726066,4,3543025.90076251
TX_28_45_R08,"[40, 149]",45,3,8.667,24928.622638870303,-1007914.5841796043,28,951288.7083034634,48.25,-0.14289209218400545,-24928.622638401986,4,3555036.954150311
TX_28_50_P01,"[1, 12, 1.25, 12, 0.5, 17]",50,4,8.667,26432.25400778629,-640545.8823074382,28,591788.1966469248,29.25,-0.5368149906980535,-26432.254007735923,4,3864784.34591747
TX_28_50_P02,"[0.875, 12, 1.25, 12, 0.5, 19.5]",50,3,8.667,27099.56442780016,-721904.681467475,28,672271.5582580003,31.62,-0.4548831185603872,-27099.5644277706,4,3927801.372580461
TX_28_50_P03,"[0.75, 12, 1, 12, 0.5, 22.5]",50,3,8.667,25511.921152834206,-757501.2781889733,28,714754.8486337786,34.25,-0.425790048588613,-25511.92115279522,4,3961250.634189438
TX_28_50_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",50,3,8.667,25906.10807882995,-828660.2404428805,28,778527.2019994204,37.25,-0.3274934580886903,-25906.108078770558,4,4031963.612465561
TX_28_50_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",50,3,8.667,26481.99771404855,-899631.7497427687,28,808931.6200957592,40.75,-0.23272511575991123,-26481.99771400798,4,4087149.600917919
TX_28_50_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",50,3,8.667,22901.326942897475,-875533.5327239906,28,835385.9157754702,43.0,-0.29152980851140126,-22901.32694282329,4,4072465.6829070807
TX_28_50_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",50,3,8.667,22898.28979978719,-926533.7035698125,28,883121.3110157206,45.62,-0.23886057257596588,-22898.289799746442,4,4112926.944315035
TX_28_50_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",50,3,8.667,22628.894387920962,-966373.0800073926,28,920239.732331533,48.25,-0.19870710054600763,-22628.89438787518,4,4143831.7928577047
TX_28_50_R01,"[18, 130]",50,4,8.667,29029.951335296675,-730168.2529134235,28,672553.3612776547,29.25,-0.48011244524212715,-29029.951334985722,4,3903856.8841938595
TX_28_50_R02,"[21, 132]",50,3,8.667,29676.029538639865,-800215.5939648777,28,740693.6763206947,31.62,-0.42694201004978505,-29676.02953791111,4,3945383.5049249236
TX_28_50_R03,"[24, 117]",50,3,8.667,27754.44626466768,-824812.9167504902,28,775517.2787985444,34.25,-0.4119608557261485,-27754.446263903803,4,3971205.9977853564
TX_28_50_R04,"[27, 146]",50,3,8.667,29306.68249080365,-926644.8955643164,28,802132.0019173849,37.25,-0.29692736009517295,-29306.682489968854,4,4029213.0960207987
TX_28_50_R05,"[30, 173]",50,3,8.667,29617.224684604644,-1007086.963768998,28,891842.6799359058,40.75,-0.22004633472875834,-29617.22468431163,4,4091568.1785212993
TX_28_50_R06,"[33, 118]",50,3,8.667,25202.894456138038,-959038.4574450437,28,914137.1774252811,43.0,-0.2768444097613988,-25202.89445578443,4,4085198.5249483366
TX_28_50_R07,"[36, 135]",50,3,8.667,25733.817510848283,-1020549.1167339828,28,967926.210887104,45.62,-0.22766272407686727,-25733.817510372544,4,4119194.002766324
TX_28_50_R08,"[40, 149]",50,3,8.667,26036.53754225951,-1052699.3040708357,28,993545.9202126088,48.25,-0.2031726309786317,-26036.537541887716,4,4136373.314967008
TX_28_55_P01,"[0.875, 12, 1.25, 12, 0.5, 19.5]",55,4,8.667,22799.781503740378,-607352.2637992635,28,565580.7750033906,31.62,-0.6101184118644719,-22799.78150369406,4,4432845.808235846
TX_28_55_P02,"[0.75, 12, 1, 12, 0.5, 22.5]",55,4,8.667,21401.49288486943,-635447.2727959151,28,599576.3912795408,34.25,-0.5717282200898515,-21401.49288480089,4,4474973.345808947
TX_28_55_P03,"[0.75, 14, 1, 14, 0.5, 25.5]",55,4,8.667,22110.18494177133,-707228.2724439048,28,664427.6401269329,37.25,-0.4404503230248644,-22110.184941656677,4,4568184.404665629
TX_28_55_P04,"[1, 15, 1.25, 15, 0.5, 28.5]",55,4,8.667,23254.0007704785,-789950.6491626238,28,710283.138060295,40.75,-0.3131924611580034,-23254.00077041659,4,4643909.798595616
TX_28_55_P05,"[0.75, 12, 0.75, 12, 0.5, 31.5]",55,4,8.667,19337.793052845434,-739289.5485573736,28,705377.6525860399,43.0,-0.39273219953217015,-19337.793052773035,4,4620300.348068457
TX_28_55_P06,"[0.75, 12, 0.875, 12, 0.5, 34]",55,4,8.667,19569.831133865286,-791844.479500147,28,754730.4639149286,45.62,-0.321938900852875,-19569.831133781165,4,4674565.538214061
TX_28_55_P07,"[0.75, 12, 1, 12, 0.5, 36.5]",55,4,8.667,19526.351434820735,-833866.6591416822,28,794045.896413596,48.25,-0.2678266586584891,-19526.35143474671,4,4716521.6223832695
TX_28_55_R01,"[21, 132]",55,4,8.667,25212.572059963677,-679844.7692329409,28,629260.04430579,31.62,-0.5764329317638369,-25212.572059730563,4,4453531.763122023
TX_28_55_R02,"[24, 117]",55,4,8.667,23401.43163753941,-695440.8955098628,28,653864.0180793979,34.25,-0.5566647197022382,-23401.431637452584,4,4485642.9936241275
TX_28_55_R03,"[27, 146]",55,4,8.667,25415.51592235978,-803594.0122593249,28,695582.5844324082,37.25,-0.4028210881384489,-25415.515922090533,4,4565196.571249071
TX_28_55_R04,"[30, 173]",55,4,8.667,26249.256803810105,-892540.787799471,28,790374.2894742663,40.75,-0.29940844321021615,-26249.25680374353,4,4648861.529912173
TX_28_55_R05,"[33, 118]",55,4,8.667,21354.966494799126,-812607.0191854814,28,774549.5527107049,43.0,-0.3760349007429136,-21354.966494265922,4,4635385.059245248
TX_28_55_R06,"[36, 135]",55,4,8.667,22195.907458743633,-880231.3073483674,28,834829.8744897718,45.62,-0.3098408324570608,-22195.90745759992,4,4681940.703837291
TX_28_55_R07,"[40, 149]",55,4,8.667,22678.692841806278,-916922.2848608483,28,865383.4181011763,48.25,-0.27682437267160553,-22678.692841491167,4,4705542.1127133155
TX_28_60_P01,"[1, 12, 1.625, 12, 0.5, 19.75]",60,4,8.667,23195.34619355443,-615468.0023713055,28,519279.88543172216,32.38,-0.665083225757657,-23195.346193508198,4,4961997.2861399725
TX_28_60_P02,"[0.875, 12, 1.125, 12, 0.5, 22.5]",60,4,8.667,20993.25227568932,-619684.7891458154,28,581218.0094816651,34.5,-0.6935005480567071,-20993.25227555597,4,4999766.552138376
TX_28_60_P03,"[0.75, 14, 1, 14, 0.5, 25.5]",60,4,8.667,21153.89976972621,-676632.5674148286,28,635674.3319083469,37.25,-0.5744236390273147,-21153.89976970823,4,5089177.249242996
TX_28_60_P04,"[1, 15, 1.25, 15, 0.5, 28.5]",60,4,8.667,22800.510071884706,-774530.3662850562,28,696400.0840108814,40.75,-0.40891338292747803,-22800.510071869216,4,5188582.702602042
TX_28_60_P05,"[0.75, 12, 0.75, 12, 0.5, 31.5]",60,4,8.667,18516.916223632215,-707902.410222939,28,675422.7970145738,43.0,-0.5129291939936906,-18516.916223592474,4,5153637.118764863
TX_28_60_P06,"[0.75, 12, 0.875, 12, 0.5, 34]",60,4,8.667,18984.638886723507,-768159.900596171,28,732148.0029407162,45.62,-0.4207776976287121,-18984.6388866909,4,5223470.675959241
TX_28_60_P07,"[0.75, 12, 1, 12, 0.5, 36.5]",60,4,8.667,19159.778830908526,-818204.824058727,28,779123.4837444427,48.25,-0.35014754818312394,-19159.77883090037,4,5277845.150409727
TX_28_60_R01,"[21, 166]",60,4,8.667,26527.84795422526,-716794.5749951644,28,589656.5941521121,32.38,-0.5929090377671803,-26527.847953813543,4,4995590.819711748
TX_28_60_R02,"[24, 131]",60,4,8.667,23232.730960470028,-686985.865454975,28,640583.7055019143,34.5,-0.6568461818108026,-23232.730959846507,4,5022034.465941814
TX_28_60_R03,"[27, 146]",60,4,8.667,24297.632643512137,-768236.9954096635,28,664954.7888236655,37.25,-0.5287599953149006,-24297.632643137178,4,5085723.193106855
TX_28_60_R04,"[30, 173]",60,4,8.667,25584.981969824108,-869936.2918089867,28,770334.9791497837,40.75,-0.39410734445151296,-25584.98196929338,4,5193036.400972844
TX_28_60_R05,"[33, 118]",60,4,8.667,20326.058861223795,-773449.8030770693,28,737218.1055360365,43.0,-0.4941117096979009,-20326.05886075826,4,5170262.494414823
TX_28_60_R06,"[36, 135]",60,4,8.667,21407.63550221417,-848962.4731705353,28,805164.2933984611,45.62,-0.4078587616285275,-21407.63550163884,4,5230827.958454267
TX_28_60_R07,"[40, 149]",60,4,8.667,22033.454445439296,-890824.8447647262,28,840742.2149805324,48.25,-0.3647520323055066,-22033.454445089035,4,5261557.351553724
TX_28_65_P01,"[1.25, 12, 1.5, 12, 0.5, 22.5]",65,4,8.667,21815.958972975586,-632622.1942829802,28,548494.6559882887,35.25,-0.7330620849714834,-21815.95897289878,4,5537537.453311245
TX_28_65_P02,"[0.75, 14, 1, 14, 0.5, 25.5]",65,4,8.667,19815.10246118914,-633802.1886384181,28,595427.0330879084,37.25,-0.7302466927445876,-19815.102461094626,4,5594188.869030466
TX_28_65_P03,"[1, 15, 1.25, 15, 0.5, 28.5]",65,4,8.667,21887.90661666558,-743514.8424624112,28,668495.577570673,40.75,-0.5206975932243036,-21887.906616616747,4,5720553.210902881
TX_28_65_P04,"[0.75, 12, 0.75, 12, 0.5, 31.5]",65,4,8.667,17365.290877667936,-663871.0741856095,28,633403.7623026184,43.0,-0.6529917547701068,-17365.290877605774,4,5671904.070812159
TX_28_65_P05,"[0.75, 12, 0.875, 12, 0.5, 34]",65,4,8.667,18038.503258934346,-729871.0366063946,28,695645.7952739185,45.62,-0.5362264340656662,-18038.50325894274,4,5759118.215529202
TX_28_65_P06,"[0.75, 12, 1, 12, 0.5, 36.5]",65,4,8.667,18413.99696723188,-786349.324882409,28,748780.7723200277,48.25,-0.4464792536522045,-18413.99696721472,4,5827533.652043893
TX_28_65_R01,"[24, 162]",65,4,8.667,24209.276453831153,-714710.2554077631,28,599791.481813015,35.25,-0.6754556796317817,-24209.276453586062,4,5561467.955419345
TX_28_65_R02,"[27, 146]",65,4,8.667,22736.842357549736,-718876.6406757388,28,622206.5691423825,37.25,-0.6756914446341115,-22736.842355619687,4,5590710.331528381
TX_28_65_R03,"[30, 173]",65,4,8.667,24410.40453318684,-829981.2074281131,28,734932.1862671596,40.75,-0.5050597244172031,-24410.40453245358,4,5724195.762753327
TX_28_65_R04,"[33, 130]",65,4,8.667,20092.232985670773,-758446.4242878135,28,718895.2272539963,43.0,-0.5811751282620401,-20092.232984755552,4,5720564.516242786
TX_28_65_R05,"[36, 135]",65,4,8.667,20218.96126269252,-801815.0301786483,28,760439.1288496611,45.62,-0.5226703728426795,-20218.961261212673,4,5766125.019383074
TX_28_65_R06,"[40, 149]",65,4,8.667,20961.798990048956,-847487.1669559656,28,799829.8086506844,48.25,-0.46789344319830994,-20961.798989372925,4,5804970.532425474
TX_28_70_P01,"[1.5, 12, 1.875, 12, 0.5, 22.5]",70,4,8.667,21968.407883574855,-627619.704753381,28,559180.1690342076,35.88,-0.7884630706698678,-21968.407883613927,4,6106120.992426704
TX_28_70_P02,"[0.75, 14, 1.375, 14, 0.5, 25.5]",70,4,8.667,20013.690904911113,-632722.7976800955,28,552257.0397114255,37.62,-0.7631021102881805,-20013.028587946792,4,6141411.239456978
TX_28_70_P03,"[1, 15, 1.25, 15, 0.5, 28.5]",70,4,8.667,20650.48431023018,-701466.4776191219,28,630672.4074162268,40.75,-0.6493659046807608,-20650.484310158863,4,6239519.756923329
TX_28_70_P04,"[0.75, 12, 1.125, 12, 0.5, 31.5]",70,4,8.667,17641.997601749325,-669945.2452031069,28,634856.5355332446,43.38,-0.6691156505152164,-17641.997601712083,4,6271690.377143712
TX_28_70_P05,"[0.75, 12, 0.875, 12, 0.5, 34]",70,4,8.667,16845.759417737136,-681604.4274630373,28,649634.0697098318,45.62,-0.6691283465013935,-16845.75941765145,4,6281322.177651898
