Edition	Footnote	Type	Designation							A 	d	tw	tw/2	bf	tf	T	k	k1	W	bf/2tf	h/tw	Fy'''	X1	X2x106	Ix	Zx	Sx	rx	y	yp	Iy	Zy	Sy	ry	x	xp	rz	maxf	Grip	eo	Qs36	Qs50	Qs36c	Qs50c	Qs36s	Qs50s	Astem	tan(a)	twstem	twstem/2	OD	ID	twall	J	t	Iy'	Sy'	ry'	sched	Anet36	d1A36	IxA36	SxA36	rxA36	y1A36	ryA36	AnetASTM	d1ASTM	IxASTM	SxASTM	rxASTM	y1ASTM	ryASTM	d/t	ry0	ry1_4	ry3_8	ry1_2	ry5_8	ry3_4	d/Af	rT	Fy''	Cw	Fy'	Cc50'	Cc36'	a	Wno	Sw	Qf	Qw	B	Ht / t	Ht	tnom	tdes	b / t	C	ro	H	ddet	bfdet	twdet	tfdet	kdes	kdet	B/t	Sz	Qs
ASD9		ST S	ST S 6x6x0.25	6	x	6	x	0.25		5.59									19.02						30.3	11.9	10.1	2.33				11.9																					0.25	48.5																																																								
ASD9		ST S	ST S 6x6x0.1875	6	x	6	x	0.1875		4.27									14.53						23.8	9.24	7.93	2.36				9.24																					0.1875	37.5																																																								
ASD9		ST S	ST S 5x5x0.5	5	x	5	x	0.5		8.36									28.43						27	13.7	10.8	1.8				13.7																					0.5	46.8																																																								
ASD9		ST S	ST S 5x5x0.375	5	x	5	x	0.375		6.58									22.37						22.8	11.2	9.11	1.86				11.2																					0.375	38.2																																																								
ASD9		ST S	ST S 5x5x0.3125	5	x	5	x	0.3125		5.61									19.08						20.1	9.7	8.02	1.89				9.7																					0.3125	33.1																																																								
ASD9		ST S	ST S 5x5x0.25	5	x	5	x	0.25		4.59									15.62						16.9	8.07	6.78	1.92				8.07																					0.25	27.4																																																								
ASD9		ST S	ST S 5x5x0.1875	5	x	5	x	0.1875		3.52									11.97						13.4	6.29	5.36	1.95				6.29																					0.1875	21.3																																																								
ASD9		ST S	ST S 4.5x4.5x0.25	4.5	x	4.5	x	0.25		4.09									13.91						12.1	6.43	5.36	1.72				6.43																					0.25	19.7																																																								
ASD9		ST S	ST S 4.5x4.5x0.1875	4.5	x	4.5	x	0.1875		3.14									10.7						9.6	5.03	4.27	1.75				5.03																					0.1875	15.4																																																								
ASD9		ST S	ST S 4x4x0.5	4	x	4	x	0.5		6.36									21.63						12.3	8.02	6.13	1.39				8.02																					0.5	21.8																																																								
ASD9		ST S	ST S 4x4x0.375	4	x	4	x	0.375		5.08									17.27						10.7	6.72	5.35	1.45				6.72																					0.375	18.4																																																								
ASD9		ST S	ST S 4x4x0.3125	4	x	4	x	0.3125		4.36									14.83						9.58	5.9	4.79	1.48				5.9																					0.3125	16.1																																																								
ASD9		ST S	ST S 4x4x0.25	4	x	4	x	0.25		3.59									12.21						8.22	4.97	4.11	1.51				4.97																					0.25	13.5																																																								
ASD9		ST S	ST S 4x4x0.1875	4	x	4	x	0.1875		2.77									9.42						6.59	3.91	3.3	1.54				3.91																					0.1875	10.6																																																								
ASD9		ST S	ST S 3.5x3.5x0.3125	3.5	x	3.5	x	0.3125		3.73									12.7						6.09	4.35	3.48	1.28				4.35																					0.3125	10.4																																																								
ASD9		ST S	ST S 3.5x3.5x0.25	3.5	x	3.5	x	0.25		3.09									10.51						5.29	3.7	3.02	1.31				3.7																					0.25	8.82																																																								
ASD9		ST S	ST S 3.5x3.5x0.1875	3.5	x	3.5	x	0.1875		2.39									8.15						4.29	2.93	2.45	1.34				2.93																					0.1875	6.99																																																								
ASD9		ST S	ST S 3x3x0.3125	3	x	3	x	0.3125		3.11									10.58						3.58	3.04	2.39	1.07				3.04																					0.3125	6.22																																																								
ASD9		ST S	ST S 3x3x0.25	3	x	3	x	0.25		2.59									8.81						3.16	2.61	2.1	1.1				2.61																					0.25	5.35																																																								
ASD9		ST S	ST S 3x3x0.1875	3	x	3	x	0.1875		2.02									6.87						2.6	2.1	1.73	1.13				2.1																					0.1875	4.28																																																								
ASD9		ST S	ST S 2.5x2.5x0.3125	2.5	x	2.5	x	0.3125		2.48									8.45						1.87	1.96	1.5	0.868				1.96																					0.3125	3.32																																																								
ASD9		ST S	ST S 2.5x2.5x0.25	2.5	x	2.5	x	0.25		2.09									7.11						1.69	1.71	1.35	0.899				1.71																					0.25	2.92																																																								
ASD9		ST S	ST S 2.5x2.5x0.1875	2.5	x	2.5	x	0.1875		1.64									5.59						1.42	1.4	1.14	0.93				1.4																					0.1875	2.38																																																								
ASD9		ST S	ST S 2x2x0.3125	2	x	2	x	0.3125		1.86									6.32						0.815	1.11	0.815	0.662				1.11																					0.3125	1.49																																																								
ASD9		ST S	ST S 2x2x0.25	2	x	2	x	0.25		1.59									5.41						0.766	1	0.766	0.694				1																					0.25	1.36																																																								
ASD9		ST S	ST S 2x2x0.1875	2	x	2	x	0.1875		1.27									4.32						0.668	0.84	0.668	0.726				0.84																					0.1875	1.15																																																								
ASD9		P	P 0.5	 1/2						0.25									0.85						0.017		0.041	0.261			0.017		0.041	0.261																	0.84	0.622	0.109						40																																																			
ASD9		P	P 0.75	 3/4						0.333									1.13						0.037		0.071	0.334			0.037		0.071	0.334																	1.05	0.824	0.113						40																																																			
ASD9		P	P 1	1						0.494									1.68						0.087		0.133	0.421			0.087		0.133	0.421																	1.315	1.049	0.133						40																																																			
ASD9		P	P 1.25	1 1/4						0.669									2.27						0.195		0.235	0.54			0.195		0.235	0.54																	1.66	1.38	0.14						40																																																			
ASD9		P	P 1.5	1 1/2						0.799									2.72						0.31		0.326	0.623			0.31		0.326	0.623																	1.9	1.61	0.145						40																																																			
ASD9		P	P 2	2						1.07									3.65						0.666		0.561	0.787			0.666		0.561	0.787																	2.375	2.067	0.154						40																																																			
ASD9		P	P 2.5	2 1/2						1.7									5.79						1.53		1.06	0.947			1.53		1.06	0.947																	2.875	2.469	0.203						40																																																			
ASD9		P	P 3	3						2.23									7.58						3.02		1.72	1.16			3.02		1.72	1.16																	3.5	3.068	0.216						40																																																			
ASD9		P	P 3.5	3 1/2						2.68									9.11						4.79		2.39	1.34			4.79		2.39	1.34																	4	3.548	0.226						40																																																			
ASD9		P	P 4	4						3.17									10.79						7.23		3.21	1.51			7.23		3.21	1.51																	4.5	4.026	0.237						40																																																			
ASD9		P	P 5	5						4.3									14.62						15.2		5.45	1.88			15.2		5.45	1.88																	5.563	5.047	0.258						40																																																			
ASD9		P	P 6	6						5.58									18.97						28.1		8.5	2.25			28.1		8.5	2.25																	6.625	6.065	0.28						40																																																			
ASD9		P	P 8	8						8.4									28.55						72.5		16.8	2.94			72.5		16.8	2.94																	8.625	7.981	0.322						40																																																			
ASD9		P	P 10	10						11.9									40.48						161		29.9	3.67			161		29.9	3.67																	10.75	10.02	0.365						40																																																			
ASD9		P	P 12	12						14.6									49.56						279		43.8	4.38			279		43.8	4.38																	12.75	12	0.375																																																									
ASD9		XP	XP 0.5	 1/2						0.32									1.09						0.02		0.048	0.25			0.02		0.048	0.25																	0.84	0.546	0.147						80																																																			
ASD9		XP	XP 0.75	 3/4						0.433									1.47						0.045		0.085	0.321			0.045		0.085	0.321																	1.05	0.742	0.154						80																																																			
ASD9		XP	XP 1	1						0.639									2.17						0.106		0.161	0.407			0.106		0.161	0.407																	1.315	0.957	0.179						80																																																			
ASD9		XP	XP 1.25	1 1/4						0.881									3						0.242		0.291	0.524			0.242		0.291	0.524																	1.66	1.278	0.191						80																																																			
ASD9		XP	XP 1.5	1 1/2						1.07									3.63						0.391		0.412	0.605			0.391		0.412	0.605																	1.9	1.5	0.2						80																																																			
ASD9		XP	XP 2	2						1.48									5.02						0.868		0.731	0.766			0.868		0.731	0.766																	2.375	1.939	0.218						80																																																			
ASD9		XP	XP 2.5	2 1/2						2.25									7.66						1.92		1.34	0.924			1.92		1.34	0.924																	2.875	2.323	0.276						80																																																			
ASD9		XP	XP 3	3						3.02									10.25						3.89		2.23	1.14			3.89		2.23	1.14																	3.5	2.9	0.3						80																																																			
ASD9		XP	XP 3.5	3 1/2						3.68									12.5						6.28		3.14	1.31			6.28		3.14	1.31																	4	3.364	0.318						80																																																			
ASD9		XP	XP 4	4						4.41									14.98						9.61		4.27	1.48			9.61		4.27	1.48																	4.5	3.826	0.337						80																																																			
ASD9		XP	XP 5	5						6.11									20.78						20.7		7.43	1.84			20.7		7.43	1.84																	5.563	4.813	0.375						80																																																			
ASD9		XP	XP 6	6						8.4									28.57						40.5		12.2	2.19			40.5		12.2	2.19																	6.625	5.761	0.432						80																																																			
ASD9		XP	XP 8	8						12.8									43.39						106		24.5	2.88			106		24.5	2.88																	8.625	7.625	0.5						80																																																			
ASD9		XP	XP 10	10						16.1									54.74						212		39.4	3.63			212		39.4	3.63																	10.75	9.75	0.5						60																																																			
ASD9		XP	XP 12	12						19.2									65.42						362		56.7	4.33			362		56.7	4.33																	12.75	11.75	0.5																																																									
ASD9		XXP	XXP 2	2						2.66									9.03						1.31		1.1	0.703			1.31		1.1	0.703																	2.375	1.503	0.436																																																									
ASD9		XXP	XXP 2.5	2 1/2						4.03									13.69						2.87		2	0.844			2.87		2	0.844																	2.875	1.771	0.552																																																									
ASD9		XXP	XXP 3	3						5.47									18.58						5.99		3.42	1.05			5.99		3.42	1.05																	3.5	2.3	0.6																																																									
ASD9		XXP	XXP 4	4						8.1									27.54						15.3		6.79	1.37			15.3		6.79	1.37																	4.5	3.152	0.674																																																									
ASD9		XXP	XXP 5	5						11.3									38.55						33.6		12.1	1.72			33.6		12.1	1.72																	5.563	4.063	0.75																																																									
ASD9		XXP	XXP 6	6						15.6									53.16						66.3		20	2.06			66.3		20	2.06																	6.625	4.897	0.864																																																									
ASD9		XXP	XXP 8	8						21.3									72.42						162		37.6	2.76			162		37.6	2.76																	8.625	6.875	0.875																																																									
ASD9		2L	2L 8x8x1.125	8	x	8	x		1  1/8 	33.5									113.8						195		35.1	2.42	2.41																																														3.42		3.55			3.69																														
ASD9		2L	2L 8x8x1	8	x	8	x		1	30									102						177		31.6	2.44	2.37																																														3.4		3.53			3.67																														
ASD9		2L	2L 8x8x0.875	8	x	8	x		  7/8 	26.5									90						159		28	2.45	2.32																																														3.38		3.51			3.64																														
ASD9		2L	2L 8x8x0.75	8	x	8	x		  3/4 	22.9									77.8						139		24.4	2.47	2.28																																														3.36		3.49			3.62																														
ASD9		2L	2L 8x8x0.625	8	x	8	x		  5/8 	19.2									65.4						118		20.6	2.49	2.23																0.997	0.935																													3.34		3.47			3.6																														
ASD9		2L	2L 8x8x0.5	8	x	8	x		  1/2 	15.5									52.8						97.3		16.7	2.5	2.19														0.995	0.921	0.911	0.834																													3.32		3.45			3.58																														
ASD9		2L	2L 6x6x1	6	x	6	x		1	22									74.8						10.9		17.1	1.8	1.86																																														2.59		2.73			2.87																														
ASD9		2L	2L 6x6x0.875	6	x	6	x		  7/8 	19.5									66.2						63.8		15.3	1.81	1.82																																														2.57		2.7			2.85																														
ASD9		2L	2L 6x6x0.75	6	x	6	x		  3/4 	16.9									57.4						56.3		13.3	1.83	1.78																																														2.55		2.68			2.82																														
ASD9		2L	2L 6x6x0.625	6	x	6	x		  5/8 	14.2									48.4						48.3		11.3	1.84	1.73																																														2.53		2.66			2.8																														
ASD9		2L	2L 6x6x0.5	6	x	6	x		  1/2 	11.5									39.2						39.8		9.23	1.86	1.68																	0.961																													2.51		2.64			2.78																														
ASD9		2L	2L 6x6x0.375	6	x	6	x		  3/8 	8.72									29.8						30.8		7.06	1.88	1.64														0.995	0.921	0.911	0.834																													2.49		2.62			2.75																														
ASD9		2L	2L 5x5x0.875	5	x	5	x		  7/8 	16									54.4						35.5		10.3	1.49	1.57																																														2.16		2.3			2.45																														
ASD9		2L	2L 5x5x0.75	5	x	5	x		  3/4 	13.9									47.2						31.5		9.06	1.51	1.52																																														2.14		2.28			2.42																														
ASD9		2L	2L 5x5x0.5	5	x	5	x		  1/2 	9.5									32.4						22.5		6.31	1.54	1.43																																														2.1		2.24			2.38																														
ASD9		2L	2L 5x5x0.375	5	x	5	x		  3/8 	7.22									24.6						17.5		4.84	1.56	1.39																0.982	0.919																													2.09		2.22			2.35																														
ASD9		2L	2L 5x5x0.3125	5	x	5	x		  5/16	6.05									20.6						14.8		4.08	1.57	1.37														0.995	0.921	0.911	0.834																													2.08		2.21			2.34																														
