Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,I,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,maxmoment,ybar1,girders,Sb1,mindeflection,girderspacing,df1,df2,haunch,TandemMoment
TX_24_110_P01,11540679.042653155,28.3979304029304,-295174.99858234223,0.4545429751953418,-4859.930228986728,11540679.042653155,36533.098649261054,-2654.037758628691,-7913.032071192002,51022.58501506268,19632.497538919415,4,33885.129986039115,110,24,0.4995341081782061,187729.6034822687,-2015.3159639015612,68.25,1537.8864728168894,20328000.0,600692.2976287256,6,0.5677232901738073,7576.724139618997,33.17708160967598,49.62,7976653.885123232,25.8598986820228,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1412.7317008654027,-0.8817892093338502,7.3333,0.3990381975308799,0.5677232901738073,1.9949999999999974,20328000.0
TX_24_110_R01,11553347.540742205,25.689999999999998,-386019.2449547869,0.4545429751953418,-6179.216154483975,11553347.540742205,35868.89010151552,-2774.3646480440666,-7552.152942975006,49297.16988989183,21900.0,4,34943.50273322816,110,24,0.500082459524906,236840.82197735432,-2031.0900478350638,81.4,1486.088374901802,20328000.0,608333.3400831951,6,0.5683464945268696,9982.69553400598,33.17243491198786,49.69,7982248.777496502,26.771313741399076,"[40, 277]",1339.82554789786,-0.8762577354166317,7.3333,0.3994670185035623,0.5683464945268696,1.6899999999999977,20328000.0
TX_24_115_P01,12148077.92000411,27.932507987220447,-311998.9092277816,0.4545429751953418,-5006.380209779273,12148077.92000411,40853.72172808043,-2872.506938413209,-7868.566769976223,56541.367427700156,23842.30892239084,4,34225.543830424045,115,24,0.49929809491713545,196374.44002362297,-2018.2620690212725,78.25,1710.0441399088324,21408000.0,682927.8539701673,6,0.5674550597909245,7870.42018265934,33.06427366881567,50.25,8297422.836282444,26.027676919851658,"[1.625, 16, 2.125, 16, 0.5, 36.5]",1569.6261273675466,-0.8995123063849471,7.3333,0.39734625163878173,0.5674550597909245,2.0,21408000.0
TX_24_115_R01,12221752.123191562,26.200000000000003,-383283.5044969857,0.4545429751953418,-6050.041769071855,12221752.123191562,41130.93934388747,-2986.8222448308093,-7690.740085792775,57138.499753322285,25600.0,4,35120.55384509689,115,24,0.5023261780047042,234060.16362656828,-2016.5059913211662,95.3,1743.596616418871,21408000.0,732182.1821842971,6,0.5708964930489332,9799.425404097297,32.77048097895349,50.2,8319338.235464982,26.42919746393634,"[40, 324]",1556.26894838605,-0.8637445526875998,7.3333,0.3997037350005065,0.5708964930489332,2.200000000000003,21408000.0
TX_24_120_P01,12733652.643714122,28.405979228486643,-378832.5249477115,0.4545429751953418,-5928.259034719039,12733652.643714122,44096.91075946896,-2943.232784343817,-7717.619144403381,61263.17639142588,26159.868802546982,4,34821.98588746605,120,24,0.4982308352890478,232068.71777412453,-2029.1972817239584,84.25,1874.2420589898286,22488000.0,757308.2955672108,6,0.5662421132921612,9595.045942206516,32.68690727410378,50.62,8740445.610190498,25.642525289186324,"[1.75, 16, 2.375, 16, 0.5, 36.5]",1719.6789419981585,-0.9285769455056752,7.3333,0.39508213607986287,0.5662421132921612,1.9949999999999974,22488000.0
TX_24_120_R01,12850741.6636679,26.6,-381231.04862789874,0.4545429751953418,-6005.30957716595,12850741.6636679,45517.27235932339,-3169.5793647931573,-7859.6968974682,63585.16576544025,28900.0,4,35112.61043816099,120,24,0.5028121884833762,232711.62442193934,-2016.2817246877705,107.0,1955.8665020177664,22488000.0,841515.0063456049,6,0.5714488466590137,9731.617360427812,32.50997228074755,50.6,8672511.760684706,26.23933345070418,"[40, 362]",1734.696212647195,-0.8837904740833057,7.3333,0.3986337113445951,0.5714488466590137,2.6000000000000014,22488000.0
TX_24_30_P01,2242884.1740839314,16.31338028169014,-520703.2420058796,0.4545429751953418,-18976.297224785925,2242884.1740839314,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,2405.1594776995307,4,33481.385707015805,30,24,0.5998659583814528,409544.9207501695,-1227.474770156129,35.5,466.98906549167503,3289887.6404494382,95347.31200407866,3,0.6817509955378069,22328.96435196256,20.54220254382916,29.25,2015990.4219208725,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,-0.10190482850860653,7.3333,0.5358133534174923,0.6817509955378069,2.0,3289887.6404494382
TX_24_30_P02,2278786.3394130785,18.41111111111111,-530354.4947541287,0.4545429751953418,-17109.162684724364,2278786.3394130785,8252.285371271344,-2187.5217084881106,13071.011563844417,11448.237895852752,2725.3114583333336,4,33463.5941723018,30,24,0.6094680979221335,414194.37709258316,-1216.997173670538,33.75,511.6336672191419,3289887.6404494382,113952.93987415833,3,0.6926638804909973,20508.16947539732,22.375849419911738,31.5,2034912.0443983322,17.727564124620802,"[0.75, 12, 1.25, 12, 0.5, 19.5]",465.50588187184815,-0.08706727608994007,7.3333,0.5443712238177448,0.6926638804909973,2.0,3289887.6404494382
TX_24_30_P03,2272523.0189956203,18.583414634146337,-551476.3976577909,0.4545429751953418,-16062.157589523367,2272523.0189956203,8504.126953210874,-2474.1994617342652,9836.227406501648,11440.501576775105,3115.5955602134145,4,33234.16596768747,30,24,0.6077929544848211,441418.28148077393,-1240.1531483035756,30.75,452.4065566252157,3289887.6404494382,110488.91585406542,3,0.6907600706646523,19025.21690825487,25.288098523852046,34.12,2063980.0061614194,20.687877373172658,"[0.75, 12, 0.875, 12, 0.5, 22.5]",411.0681245741886,-0.08892054120048605,7.3333,0.5428782585908161,0.6907600706646523,1.9949999999999974,3289887.6404494382
TX_24_30_P04,2360218.404455347,20.780201342281877,-593082.001061281,0.4545429751953418,-15464.163898394892,2360218.404455347,12210.837086231888,-2204.668567475423,-81520.71025788815,16647.630854625517,4898.163940156599,4,33549.20282528569,30,24,0.6312473428354437,451641.06765064853,-1158.4772591290546,37.25,615.5350987618241,3289887.6404494382,168798.17004173828,3,0.717416113376113,19113.675986346403,27.045786484171185,37.25,2057501.888659427,21.711372894604935,"[0.75, 14, 1, 14, 0.5, 25.5]",562.4166258627598,-0.062352381266581026,7.3333,0.5637818931372052,0.717416113376113,2.0,3289887.6404494382
TX_24_30_P05,2454777.392035906,22.451171875,-610671.7337024838,0.4545429751953418,-14622.211609485226,2454777.392035906,17744.233820495047,-2261.71100480647,-12499.034330457853,24402.62671720931,8311.151184082031,4,33485.44992615373,30,24,0.656537421727618,449080.15529510693,-1094.2917198975506,48.0,847.382894371599,3289887.6404494382,261489.3248447127,3,0.746158428590149,18649.91629470195,28.79763903578178,40.75,2076974.5337011567,22.904508784373455,"[1, 15, 1.25, 15, 0.5, 28.5]",774.7048403238845,-0.04504984766109355,7.3333,0.5863215799074775,0.746158428590149,2.0,3289887.6404494382
TX_24_30_P06,2380344.7278976124,22.5,-638295.148418512,0.4545429751953418,-13645.007087559263,2380344.7278976124,14159.460897973711,-2382.633444253073,-71637.74258611593,18780.80155236927,5983.453125,4,33800.99798373602,30,24,0.6366301871391717,487257.3620847821,-1160.7779446219338,33.75,573.6726540913053,3289887.6404494382,185579.187684818,3,0.723533745843195,17084.719985460262,32.737836496874635,43.0,2075806.3994317276,27.057222300758674,"[0.75, 12, 0.75, 12, 0.5, 31.5]",523.3153921190457,-0.05515822963759611,7.3333,0.5685793326808484,0.723533745843195,2.0,3289887.6404494382
TX_24_30_P07,2432691.81516077,24.4770205479452,-646850.0083681176,0.4545429751953418,-12914.607855831082,2432691.81516077,17523.359068282174,-2344.8004444322387,-19375.69333635206,23427.46124175754,7528.912680151256,4,33420.89635844109,30,24,0.6506305693401014,487469.8096516704,-1127.710757318773,36.5,680.7165335759416,3289887.6404494382,236480.61245370648,3,0.7394452580235946,16362.314993613818,34.41588397844305,45.62,2098224.4478930533,28.151716245771944,"[0.75, 12, 0.875, 12, 0.5, 34]",622.4614838860482,-0.04702767682593237,7.3333,0.5810571201491468,0.7394452580235946,1.9949999999999974,3289887.6404494382
TX_24_30_P08,2482152.7010138542,26.461783439490446,-671913.8251131267,0.4545429751953418,-12427.444171148933,2482152.7010138542,21312.606464321456,-2359.1198010886783,-13096.353508811391,28725.214895429508,9284.447883492569,4,33719.434389332826,30,24,0.6638590284988426,494312.1286658175,-1113.3794811653506,39.25,796.6695420589872,3289887.6404494382,295778.70710877556,3,0.754479475376479,16114.070550209372,36.056624960443926,48.25,2088693.9900176856,29.215865127118093,"[0.75, 12, 1, 12, 0.5, 36.5]",729.4874333376885,-0.038426953984020365,7.3333,0.5928469341375733,0.754479475376479,2.0,3289887.6404494382
TX_24_30_R01,2254283.7181780427,16.25,-612540.8421956027,0.4545429751953418,-20721.646468673247,2254283.7181780427,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,2460.0,4,34113.67574140573,30,24,0.6029147999231337,462154.0233171945,-1318.3532779705622,38.2,492.0269841301811,3289887.6404494382,100934.47641637054,3,0.685216020894282,25339.272856247866,21.414412164347148,29.25,2018557.685315542,17.060657565114283,"[18, 130]",434.7972361019465,-0.08697921126112666,7.3333,0.5385306218631414,0.685216020894282,3.25,3289887.6404494382
