Model,span,width,Y,girders,girderspacing,numberofdiaphragms,haunch,numberofgirders,minendmoment,maxendmoment,maxmoment,maxZreaction,minZreaction,maxXreaction,minXreaction,mindeflection,Kg,df,df1,df2,LR1,LR2
TX_28_60_P07,60,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,4,2,4,-4032.981403,120846.832,4650846.816,15181.40017,-2073.259043,7.74E-09,-4.15E-09,-0.27502549,295778.7071,0.704785868,0.51291406,0.704785868,0.538479289,0.620134115
TX_28_60_R01,60,28,32.38,"[21, 166]",8.667,4,3.38,4,-101.4684754,110128.7594,4399805.775,15414.67502,-2130.143382,5.83E-08,-1.04E-07,-0.461118837,129000.5443,0.654636032,0.476848522,0.654636032,0.538479289,0.57600777
TX_28_60_R02,60,28,34.5,"[24, 131]",8.667,4,2.5,4,-99.56919155,107406.0725,4419677.207,15405.9579,-2190.160213,5.54E-08,-2.55E-08,-0.5099762,108733.0103,0.644813011,0.469784241,0.644813011,0.538479289,0.567364591
TX_28_60_R03,60,28,37.25,"[27, 146]",8.667,4,2.25,4,-86.86151952,112841.4864,4478155.414,15348.04129,-2129.226424,2.39E-08,-4.44E-08,-0.411823986,138803.4952,0.658897023,0.479912838,0.658897023,0.538479289,0.579756974
TX_28_60_R04,60,28,40.75,"[30, 173]",8.667,4,2.75,4,-1800.772375,118948.0747,4577103.684,15293.16044,-2041.457383,4.09E-08,-2.52E-08,-0.308124429,198891.02,0.680281971,0.495291944,0.680281971,0.538479289,0.598573378
TX_28_60_R05,60,28,43,"[33, 118]",8.667,4,2,4,-91.99834004,114094.0422,4549881.488,15277.01981,-2162.507775,4.87E-08,-3.29E-08,-0.385005586,142819.1041,0.66056465,0.481112122,0.66056465,0.538479289,0.581224303
TX_28_60_R06,60,28,45.62,"[36, 135]",8.667,4,1.62,4,-10742.54897,137808.0003,4645320.614,15159.16024,-2127.126229,3.49E-08,-2.00E-08,-0.322852065,179983.6227,0.674265836,0.490965407,0.674265836,0.538479289,0.593279841
TX_28_60_R07,60,28,48.25,"[40, 149]",8.667,4,0.25,4,-11564.75065,139028.4058,4670874.466,15149.16002,-2092.031883,5.58E-09,-7.25E-09,-0.288754171,209042.6387,0.68330265,0.497464282,0.68330265,0.538479289,0.601231244
TX_28_65_P01,65,28,35.25,"[1.25, 12, 1.5, 12, 0.5, 22.5]",8.667,4,2,4,-98.3056021,107212.9093,4773257.106,15347.83918,-2246.15308,2.62E-08,-1.46E-08,-0.560672054,174829.6194,0.658274664,0.476103275,0.658274664,0.538479289,0.579209366
TX_28_65_P02,65,28,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",8.667,4,2,4,-95.44619524,107271.0037,4819476.856,15316.86153,-2265.302066,4.36E-09,-2.85E-09,-0.558448138,168798.17,0.656230485,0.474644974,0.656230485,0.538479289,0.577410713
TX_28_65_P03,65,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,4,2,4,-75.91335271,115388.5887,4932665.499,15246.90407,-2163.887024,3.25E-09,-4.77E-09,-0.399807944,261489.3248,0.682235296,0.49319659,0.682235296,0.538479289,0.600292089
TX_28_65_P04,65,28,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",8.667,4,2,4,-104.0706981,109941.6473,4884999.371,15256.92318,-2260.062794,1.33E-08,-2.89E-09,-0.499759768,185579.1877,0.661765455,0.478593576,0.661765455,0.538479289,0.582280879
TX_28_65_P05,65,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,4,1.995,4,-9526.980638,135431.9932,5004889.903,15125.21511,-2230.381784,6.51E-09,-6.02E-09,-0.418297102,236480.6125,0.676161508,0.4888636,0.676161508,0.538479289,0.594947823
TX_28_65_P06,65,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,4,2,4,-2153.168121,118130.1057,5022408.251,15172.8728,-2170.286428,4.45E-09,-5.36E-09,-0.343469681,295778.7071,0.689763821,0.498567377,0.689763821,0.538479289,0.606916364
TX_28_65_R01,65,28,35.25,"[24, 162]",8.667,4,3.25,4,-96.4252967,109063.4457,4793394.22,15365.1568,-2214.658317,1.03E-08,-2.08E-08,-0.515799202,145754.9547,0.647761666,0.46860339,0.647761666,0.538479289,0.569959083
TX_28_65_R02,65,28,37.25,"[27, 146]",8.667,4,2.25,4,-92.39712175,109046.1443,4816983.382,15346.00197,-2230.328664,4.21E-09,-5.89E-09,-0.515937675,138803.4952,0.644969545,0.466611514,0.644969545,0.538479289,0.567502324
TX_28_65_R03,65,28,40.75,"[30, 173]",8.667,4,2.75,4,-79.0642087,115814.5721,4934664.359,15284.44539,-2146.768687,1.89E-08,-1.20E-08,-0.387087371,198891.02,0.665844406,0.481503466,0.665844406,0.538479289,0.585869908
TX_28_65_R04,65,28,43,"[33, 130]",8.667,4,2,4,-97.4942214,112482.9676,4926255.966,15266.11018,-2225.16075,1.12E-07,-8.85E-08,-0.444490065,157729.3819,0.652301746,0.471842245,0.652301746,0.538479289,0.573953855
TX_28_65_R05,65,28,45.62,"[36, 135]",8.667,4,1.62,4,-9768.185342,135955.5489,5010102.714,15154.45937,-2224.246006,3.74E-09,-5.15E-09,-0.405860609,179983.6227,0.659971772,0.477313978,0.659971772,0.538479289,0.580702635
TX_28_65_R06,65,28,48.25,"[40, 149]",8.667,4,0.25,4,-10798.94401,137317.8333,5041416.748,15142.50203,-2193.437671,4.51E-09,-6.63E-09,-0.363342389,209042.6387,0.668793034,0.483606992,0.668793034,0.538479289,0.588464376
TX_28_70_P01,70,28,35.88,"[1.5, 12, 1.875, 12, 0.5, 22.5]",8.667,4,2.005,4,-92.41973167,107433.2411,5171357.057,15318.02904,-2282.931968,1.55E-08,-8.21E-09,-0.594892913,215633.6394,0.657478494,0.472452045,0.657478494,0.538479289,0.578508824
TX_28_70_P02,70,28,37.62,"[0.75, 14, 1.375, 14, 0.5, 25.5]",8.667,4,1.995,4,-6877.757759,132304.7648,5269042.362,15189.29418,-2304.391974,3.69E-07,-4.43E-07,-0.566887254,215941.638,0.657561639,0.47251092,0.657561639,0.538479289,0.578581982
TX_28_70_P03,70,28,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",8.667,4,2,4,-76.31274601,112074.3129,5267687.036,15216.10502,-2262.705992,3.13E-09,-3.10E-09,-0.502420549,261489.3248,0.668818386,0.480481804,0.668818386,0.538479289,0.588486683
TX_28_70_P04,70,28,43.38,"[0.75, 12, 1.125, 12, 0.5, 31.5]",8.667,4,2.005,4,-95.89854247,111733.4425,5321922.784,15225.88799,-2282.316292,4.37E-09,-7.25E-09,-0.489296697,241245.4176,0.6640527,0.47710723,0.6640527,0.538479289,0.584293403
TX_28_70_P05,70,28,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",8.667,4,1.995,4,-8312.015917,133582.5139,5362232.355,15123.77121,-2305.460312,2.87E-09,-2.63E-09,-0.513456776,236480.6125,0.662878799,0.476275992,0.662878799,0.538479289,0.583260499
TX_28_70_P06,70,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,4,2,4,-58.73859133,115317.9669,5385906.884,15165.4601,-2249.764097,2.38E-09,-8.52E-09,-0.42242005,295778.7071,0.676180568,0.485694952,0.676180568,0.538479289,0.594964594
TX_28_70_R01,70,28,35.88,"[24, 207]",8.667,4,3.88,4,-97.59758828,111129.8362,5216220.626,15330.92469,-2222.788401,3.92E-08,-4.71E-08,-0.508929464,197630.6778,0.65242247,0.468871883,0.65242247,0.538479289,0.574060079
TX_28_70_R02,70,28,37.62,"[27, 178]",8.667,4,2.62,4,-90.13109171,109776.7406,5222977.333,15319.96215,-2255.956281,1.04E-08,-8.24E-09,-0.536978339,175430.106,0.645582775,0.464028706,0.645582775,0.538479289,0.568041898
TX_28_70_R03,70,28,40.75,"[30, 173]",8.667,4,2.75,4,-81.54195672,112604.5241,5283761.274,15276.60557,-2236.289508,1.68E-07,-1.49E-07,-0.477582072,198891.02,0.652789655,0.469131886,0.652789655,0.538479289,0.574383161
TX_28_70_R04,70,28,43.38,"[33, 141]",8.667,4,2.38,4,-100.544929,111187.7542,5304548.345,15249.42324,-2276.634799,2.73E-08,-1.82E-08,-0.501728431,177164.5655,0.64614441,0.464426399,0.64614441,0.538479289,0.568536076
TX_28_70_R05,70,28,45.62,"[36, 135]",8.667,4,1.62,4,-8557.280587,134045.2322,5366187.707,15151.26851,-2303.611676,1.20E-08,-1.77E-08,-0.501031349,179983.6227,0.647046777,0.465065364,0.647046777,0.538479289,0.569330059
TX_28_70_R06,70,28,48.25,"[40, 149]",8.667,4,0.25,4,-9786.693195,135545.5994,5403826.443,15137.16812,-2276.407594,3.74E-07,-2.37E-07,-0.448979999,209042.6387,0.655673132,0.471173672,0.655673132,0.538479289,0.576920305
TX_28_75_P01,75,28,38.5,"[1.25, 14, 1.75, 14, 0.5, 25.5]",8.667,4,2,4,-84.10232147,109322.2016,5616843.855,15251.94617,-2307.141718,9.56E-09,-3.20E-09,-0.589646146,275666.809,0.659677218,0.471149309,0.659677218,0.538479289,0.58044346
TX_28_75_P02,75,28,40.88,"[1, 15, 1.375, 15, 0.5, 28.5]",8.667,4,2.005,4,-78.67542845,110435.8027,5650725.583,15224.57562,-2305.792518,1.02E-08,-5.26E-09,-0.563425911,282021.7933,0.661011301,0.472087446,0.661011301,0.538479289,0.581617306
TX_28_75_P03,75,28,43.75,"[1, 12, 1.25, 12, 0.5, 31.5]",8.667,4,2,4,-100.6603747,109799.5477,5650583.847,15201.59327,-2327.364371,4.21E-09,-1.05E-08,-0.57268204,264864.5751,0.657344679,0.469509051,0.657344679,0.538479289,0.578391082
TX_28_75_P04,75,28,46.12,"[0.875, 12, 1.25, 12, 0.5, 34]",8.667,4,1.995,4,-9565.613776,134836.5554,5771778.984,15115.10812,-2325.474198,8.04E-09,-1.03E-08,-0.500533564,302376.4248,0.665109379,0.474969244,0.665109379,0.538479289,0.585223164
TX_28_75_P05,75,28,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",8.667,4,2,4,-62.20240694,112451.8981,5742002.719,15160.33055,-2314.885985,2.71E-09,-6.77E-09,-0.511636601,295778.7071,0.663808967,0.474054785,0.663808967,0.538479289,0.584078944
TX_28_75_R01,75,28,38.5,"[27, 217]",8.667,4,3.5,4,-98.086231,111592.4252,5643092.96,15285.13534,-2265.218069,1.12E-07,-1.82E-07,-0.531472205,232708.1295,0.64985575,0.464242781,0.64985575,0.538479289,0.571801647
TX_28_75_R02,75,28,40.88,"[30, 191]",8.667,4,2.88,4,-91.72273507,111455.4013,5662731.903,15262.39129,-2282.595213,6.46E-08,-6.29E-08,-0.533662484,222232.2955,0.64721395,0.462385048,0.64721395,0.538479289,0.569477154
TX_28_75_R03,75,28,43.75,"[33, 169]",8.667,4,2.75,4,-98.41737469,111941.4216,5685962.74,15226.57789,-2294.341389,1.41E-07,-2.54E-07,-0.517852828,217744.3062,0.646047724,0.461564949,0.646047724,0.538479289,0.568451003
TX_28_75_R04,75,28,46.12,"[36, 160]",8.667,4,2.12,4,-95.62794311,112383.1996,5708998.401,15210.79869,-2299.227559,2.76E-08,-1.77E-08,-0.507579098,222334.0577,0.647240147,0.46240347,0.647240147,0.538479289,0.569500204
TX_28_75_R05,75,28,48.25,"[40, 149]",8.667,4,0.25,4,-8577.552714,133736.7994,5758106.036,15133.50245,-2344.320529,2.76E-07,-5.42E-07,-0.546180255,209042.6387,0.64372355,0.459930573,0.64372355,0.538479289,0.566405985
TX_28_80_P01,80,28,38.75,"[1.25, 14, 1.75, 14, 0.5, 25.75]",8.667,5,2,4,-94.21311096,105967.4151,5945835.984,15169.96543,-2399.792817,1.06E-08,-6.93E-09,-0.694130793,280079.4296,0.649329178,0.461263157,0.649329178,0.538479289,0.571338322
TX_28_80_P02,80,28,40.88,"[1, 15, 1.375, 15, 0.5, 28.5]",8.667,5,2.005,4,-87.43672899,106770.9161,5975634.955,15143.11505,-2399.837661,1.07E-08,-1.07E-08,-0.67266719,282021.7933,0.649726241,0.46154057,0.649726241,0.538479289,0.571687693
TX_28_80_P03,80,28,43.5,"[0.75, 16, 1.25, 16, 0.5, 31.5]",8.667,5,2,4,-87.14429108,109600.4495,6046847.685,15079.42025,-2385.426861,6.37E-09,-7.09E-09,-0.597111603,321710.7218,0.657343608,0.466862551,0.657343608,0.538479289,0.57839014
TX_28_80_P04,80,28,46.12,"[0.875, 12, 1.25, 12, 0.5, 34]",8.667,5,1.995,4,-8049.946763,131852.967,6094978.087,15008.84806,-2405.833917,5.73E-09,-9.39E-09,-0.620000106,302376.4248,0.6537454,0.464348612,0.6537454,0.538479289,0.575224112
TX_28_80_P05,80,28,48.62,"[0.875, 12, 1.25, 12, 0.5, 36.5]",8.667,5,1.995,4,-9518.538892,133426.2804,6155285.127,14984.81512,-2385.189794,2.98E-09,-3.85E-09,-0.552804965,346010.3578,0.661599474,0.469835972,0.661599474,0.538479289,0.582134834
TX_28_80_R01,80,28,38.75,"[27, 235]",8.667,5,3.75,4,-113.8207652,109707.0683,6004641.999,15189.86007,-2342.179947,2.04E-08,-6.48E-08,-0.592195932,258284.7665,0.644695303,0.458025635,0.644695303,0.538479289,0.567261021
TX_28_80_R02,80,28,40.88,"[30, 191]",8.667,5,2.88,4,-106.3643316,107689.065,5992119.355,15173.86266,-2379.757787,1.63E-08,-3.08E-08,-0.639769982,222232.2955,0.636194591,0.452086493,0.636194591,0.538479289,0.559781329
TX_28_80_R03,80,28,43.5,"[33, 201]",8.667,5,2.5,4,-100.0205529,111211.8794,6084697.248,15118.43526,-2352.125317,7.73E-08,-8.71E-08,-0.551474417,257949.8181,0.644621381,0.457973988,0.644621381,0.538479289,0.567195977
TX_28_80_R04,80,28,46.12,"[36, 170]",8.667,5,2.12,4,-92.70292455,109903.7949,6072358.573,15112.27937,-2374.42706,1.45E-08,-1.49E-08,-0.578849976,237043.231,0.639827087,0.454624387,0.639827087,0.538479289,0.562977525
TX_28_80_R05,80,28,48.62,"[40, 167]",8.667,5,0.62,4,-8927.912784,132973.2117,6154912.713,15028.87991,-2397.586495,7.44E-08,-4.56E-08,-0.577850057,242178.8265,0.641039028,0.455471127,0.641039028,0.538479289,0.564043901
TX_28_85_P01,85,28,41.25,"[1, 15, 1.75, 15, 0.5, 28.5]",8.667,5,2,4,-90.27506817,107397.5955,6385682.944,15110.22132,-2410.990073,5.25E-08,-5.95E-08,-0.693544362,344086.3616,0.650663589,0.459754705,0.650663589,0.538479289,0.572512457
TX_28_85_P02,85,28,44.12,"[1.25, 16, 1.375, 16, 0.5, 31.5]",8.667,5,1.995,4,-7761.052071,129281.9907,6482770.519,15012.18766,-2406.155566,4.12E-09,-1.17E-08,-0.662202229,359755.5991,0.653232864,0.461538871,0.653232864,0.538479289,0.574773136
TX_28_85_P03,85,28,46.62,"[1.125, 12, 1.5, 12, 0.5, 34]",8.667,5,1.995,4,-7930.007012,129299.8222,6495201.504,14999.38624,-2417.490805,8.44E-09,-2.09E-09,-0.657617255,351289.5684,0.651857496,0.460583783,0.651857496,0.538479289,0.573562963
TX_28_85_P04,85,28,48.88,"[1, 12, 1.375, 12, 0.5, 36.5]",8.667,5,2.005,4,-69.06852514,110275.633,6484360.626,15043.63313,-2398.828871,5.39E-09,-1.16E-08,-0.610425637,373273.845,0.655369754,0.46302278,0.655369754,0.538479289,0.576653365
TX_28_85_R01,85,28,41.25,"[30, 235]",8.667,5,3.25,4,-110.0308226,109296.0702,6418036.555,15150.30986,-2376.412489,2.45E-08,-2.46E-08,-0.635510987,282465.2994,0.639414971,0.451943393,0.639414971,0.538479289,0.562614909
TX_28_85_R02,85,28,44.12,"[33, 221]",8.667,5,3.12,4,-111.4151239,110827.1112,6470247.869,15100.09054,-2372.496809,6.95E-08,-1.11E-07,-0.592169321,299374.9452,0.642706099,0.454228832,0.642706099,0.538479289,0.56551074
TX_28_85_R03,85,28,46.62,"[36, 194]",8.667,5,2.62,4,-107.8236208,110003.3115,6469886.594,15093.96012,-2386.820236,5.38E-07,-8.43E-07,-0.609131546,280952.1962,0.639111896,0.45173293,0.639111896,0.538479289,0.562348236
TX_28_85_R04,85,28,48.88,"[40, 183]",8.667,5,0.88,4,-8609.817458,130121.067,6546151.781,15017.55288,-2417.588107,4.13E-08,-5.45E-08,-0.624507672,268075.0312,0.636471416,0.449899317,0.636471416,0.538479289,0.560024904
TX_28_90_P01,90,28,41.62,"[1.25, 15, 1.875, 15, 0.5, 28.5]",8.667,5,1.995,4,-6396.59249,130179.4038,6805654.938,15032.37467,-2433.687455,1.11E-08,-6.50E-09,-0.780236128,371860.7849,0.645248936,0.453729042,0.645248936,0.538479289,0.567748158
TX_28_90_P02,90,28,44.25,"[1.125, 16, 1.625, 16, 0.5, 31.5]",8.667,5,2,4,-95.62132075,108390.1556,6820319.563,15062.54791,-2418.933014,3.35E-09,-6.30E-09,-0.700428902,408371.9041,0.650614905,0.457433982,0.650614905,0.538479289,0.572469621
TX_28_90_P03,90,28,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",8.667,5,1.995,4,-8899.430309,132616.0148,6930732.624,14992.7565,-2426.387568,8.48E-09,-5.58E-09,-0.654956694,426079.9582,0.653063511,0.459124625,0.653063511,0.538479289,0.574624125
TX_28_90_P04,90,28,48.62,"[0.875, 16, 1.25, 16, 0.5, 36.5]",8.667,5,1.995,4,-8851.104467,132437.4945,6927290.053,14963.2441,-2422.762786,1.75E-09,-7.94E-09,-0.66185466,425034.3814,0.652921501,0.459026573,0.652921501,0.538479289,0.574499171
TX_28_90_R01,90,28,41.62,"[30, 261]",8.667,5,3.62,4,-117.4072145,108928.683,6800376.305,15135.83486,-2394.899054,1.68E-07,-7.27E-08,-0.679465011,324237.1436,0.637487301,0.448370012,0.637487301,0.538479289,0.560918772
TX_28_90_R02,90,28,44.25,"[33, 241]",8.667,5,3.25,4,-117.3675526,109939.686,6849001.289,15090.31446,-2394.418924,2.06E-08,-4.33E-08,-0.647870202,329670.6881,0.63842288,0.449015984,0.63842288,0.538479289,0.561741978
TX_28_90_R03,90,28,46.12,"[36, 231]",8.667,5,2.12,4,-100.5981268,110474.1894,6889919.212,15075.22733,-2395.411303,1.63E-07,-1.53E-07,-0.633185684,326271.1217,0.637839164,0.448612957,0.637839164,0.538479289,0.561228372
TX_28_90_R04,90,28,48.62,"[40, 199]",8.667,5,0.62,4,-8230.153663,131912.257,6926686.146,15005.17301,-2438.476138,7.70E-09,-2.21E-08,-0.693055693,290840.4946,0.631406165,0.444171285,0.631406165,0.538479289,0.55556804
TX_28_95_P01,95,28,45,"[1.5, 16, 2, 16, 0.5, 31.5]",8.667,5,2,4,-93.36452378,109404.5544,7241099.415,15046.08201,-2418.787958,1.75E-08,-1.49E-08,-0.707817786,499756.5891,0.652873103,0.45683397,0.652873103,0.538479289,0.574456586
TX_28_95_P02,95,28,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",8.667,5,1.995,4,-7097.998384,128498.9877,7249415.9,14984.50066,-2447.969002,5.56E-09,-5.69E-09,-0.785435826,426079.9582,0.643729477,0.450554907,0.643729477,0.538479289,0.566411201
TX_28_95_P03,95,28,48.88,"[1, 16, 1.375, 16, 0.5, 36.5]",8.667,5,2.005,4,-78.14201225,109006.4839,7256042.248,15019.7486,-2430.871268,4.26E-09,-4.11E-09,-0.716685528,461052.8974,0.648233685,0.453648013,0.648233685,0.538479289,0.570374409
TX_28_95_R01,95,28,45,"[33, 291]",8.667,5,4,4,-122.7630487,111674.8614,7277094.738,15068.50649,-2387.555313,1.29E-07,-1.32E-07,-0.632403648,423146.4056,0.64333669,0.450285174,0.64333669,0.538479289,0.566065591
TX_28_95_R02,95,28,46.12,"[36, 231]",8.667,5,2.12,4,-106.3080122,107946.662,7230615.89,15073.53474,-2430.941568,1.32E-07,-1.29E-07,-0.737478646,326271.1217,0.628750959,0.440268938,0.628750959,0.538479289,0.55323175
TX_28_95_R03,95,28,48.88,"[40, 215]",8.667,5,0.88,4,-7947.667842,129412.8281,7315594.463,14995.53732,-2451.475941,4.78E-07,-7.19E-07,-0.74115274,322109.568,0.628040569,0.439781103,0.628040569,0.538479289,0.552606685
TX_30_100_P01,100,30,44.25,"[1.125, 16, 1.625, 16, 0.5, 31.5]",7,5,2,5,-490.8198071,90314.4097,6563791.635,13302.79191,-3205.964351,5.59E-08,-1.79E-08,-0.8478004,408371.9041,0.545045342,0.388063493,0.545045342,0.428571429,0.479580006
TX_30_100_P02,100,30,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",7,5,1.995,5,-15016.41687,113308.2489,6647237.28,13194.2476,-3152.355415,1.21E-08,-5.72E-09,-0.817377399,426079.9582,0.547044866,0.389459041,0.547044866,0.428571429,0.481339367
TX_30_100_P03,100,30,48.62,"[0.875, 16, 1.25, 16, 0.5, 36.5]",7,5,1.995,5,-15405.49709,113513.825,6666504.205,13163.8797,-3153.518098,2.40E-09,-6.24E-09,-0.798763449,425034.3814,0.546928901,0.389378104,0.546928901,0.428571429,0.481237331
TX_30_100_R01,100,30,44.25,"[33, 241]",7,5,3.25,5,-1604.950491,91743.06515,6589374.88,13329.54944,-3165.095964,2.88E-08,-5.63E-08,-0.790564006,329670.6881,0.535089372,0.381114823,0.535089372,0.428571429,0.470819847
TX_30_100_R02,100,30,46.12,"[36, 231]",7,5,2.12,5,-2198.384329,92247.6814,6633853.797,13303.07518,-3160.474867,4.94E-07,-3.27E-07,-0.771340155,326271.1217,0.534612712,0.380782142,0.534612712,0.428571429,0.470400438
TX_30_100_R03,100,30,48.62,"[40, 199]",7,5,0.62,5,-14942.88569,113037.6667,6665347.607,13221.64805,-3189.295853,8.20E-08,-4.20E-08,-0.840896835,290840.4946,0.529359545,0.377115746,0.529359545,0.428571429,0.465778228
TX_30_105_P01,105,30,44.5,"[1.25, 16, 1.75, 16, 0.5, 31.5]",7,6,2,5,-100.5336811,89075.12058,6889789.066,13262.70783,-3301.569516,5.90E-08,-5.00E-08,-0.922492973,438303.2692,0.541481152,0.383986121,0.541481152,0.428571429,0.476443911
TX_30_105_P02,105,30,46.12,"[1.125, 16, 1.5, 16, 0.5, 33.5]",7,6,1.995,5,-14090.33652,108315.8393,6947841.165,13162.89928,-3263.975825,9.19E-09,-5.25E-09,-0.933612092,426079.9582,0.540163619,0.383071052,0.540163619,0.428571429,0.475284626
TX_30_105_P03,105,30,48.88,"[1, 16, 1.375, 16, 0.5, 36.5]",7,6,2.005,5,-1792.259863,90836.91537,6958595.288,13193.12109,-3269.161038,7.07E-09,-6.30E-09,-0.852113696,461052.8974,0.543847609,0.385629702,0.543847609,0.428571429,0.478526133
TX_30_105_R01,105,30,44.5,"[33, 263]",7,6,3.5,5,-1841.075717,91239.79273,6927053.036,13272.36151,-3253.558831,1.98E-06,-2.09E-06,-0.834635724,367467.7598,0.533330284,0.378325082,0.533330284,0.428571429,0.469272042
TX_30_105_R02,105,30,46.12,"[36, 231]",7,6,2.12,5,-641.1663071,89715.3399,6926927.768,13265.16345,-3287.991395,3.38E-07,-2.78E-07,-0.883298902,326271.1217,0.527912695,0.374562392,0.527912695,0.428571429,0.464505159
TX_30_105_R03,105,30,48.88,"[40, 215]",7,6,0.88,5,-14951.98641,109120.4274,7007504.057,13163.63135,-3264.873775,3.49E-08,-3.42E-08,-0.885270858,322109.568,0.527331667,0.37415885,0.527331667,0.428571429,0.463993918
TX_30_110_P01,110,30,45,"[1.5, 16, 2, 16, 0.5, 31.5]",7,6,2,5,-124.3357309,89376.5218,7203942.761,13248.60275,-3315.442944,9.81E-09,-1.84E-08,-0.979531499,499756.5891,0.541071566,0.382194623,0.541071566,0.428571429,0.476083519
TX_30_110_P02,110,30,46.5,"[1.25, 16, 1.75, 16, 0.5, 33.5]",7,6,2,5,-159.5986147,89164.45837,7244464.146,13227.23171,-3308.677016,1.39E-08,-1.08E-08,-0.955858034,487618.5674,0.539927011,0.381403394,0.539927011,0.428571429,0.475076437
TX_30_110_P03,110,30,49.25,"[1.125, 16, 1.625, 16, 0.5, 36.5]",7,6,2,5,-2075.694376,91101.28837,7310649.26,13171.69004,-3271.064269,1.30E-08,-7.15E-09,-0.8797001,530140.8283,0.543830525,0.384101888,0.543830525,0.428571429,0.4785111
TX_30_110_R01,110,30,45,"[33, 291]",7,6,4,5,-1986.749148,91341.32835,7261388.388,13253.9759,-3263.487713,2.91E-08,-4.38E-08,-0.867368968,423146.4056,0.533380169,0.376877572,0.533380169,0.428571429,0.469315936
TX_30_110_R02,110,30,46.5,"[36, 262]",7,6,2.5,5,-1155.853242,90238.75166,7276556.635,13242.61606,-3287.371111,7.93E-09,-2.25E-08,-0.903282275,380574.0831,0.528545306,0.373535237,0.528545306,0.428571429,0.465061787
TX_30_110_R03,110,30,49.25,"[40, 249]",7,6,1.25,5,-15565.33615,110564.2652,7368180.965,13143.37311,-3257.902655,2.15E-08,-8.91E-09,-0.890303648,383390.2734,0.52887981,0.373766479,0.52887981,0.428571429,0.465356114
TX_30_115_P01,115,30,47,"[1.375, 16, 2.125, 16, 0.5, 33.5]",7,6,2,5,-1003.469403,90050.48495,7606773.619,13199.72115,-3300.137457,5.65E-09,-5.92E-09,-0.962137946,580105.3549,0.541786921,0.381253676,0.541786921,0.428571429,0.476712954
TX_30_115_P02,115,30,49.25,"[1.125, 16, 1.625, 16, 0.5, 36.5]",7,6,2,5,-231.1428482,89116.86013,7601100.212,13185.63483,-3312.645135,6.66E-09,-8.48E-09,-0.994553546,530140.8283,0.537601586,0.37837323,0.537601586,0.428571429,0.473030318
TX_30_115_R01,115,30,47,"[36, 302]",7,6,3,5,-2159.169752,91311.91798,7636979.098,13218.02423,-3277.232314,1.56E-07,-9.38E-08,-0.901744972,456921.3826,0.530776721,0.373676199,0.530776721,0.428571429,0.467025188
TX_30_115_R02,115,30,49.25,"[40, 249]",7,6,1.25,5,-14787.62877,110276.898,7659600.898,13152.37134,-3302.978773,1.21E-07,-6.39E-08,-1.008454786,383390.2734,0.522849507,0.368220504,0.522849507,0.428571429,0.460050111
TX_30_120_P01,120,30,49.62,"[1.25, 16, 1.875, 16, 0.5, 36.5]",7,6,1.995,5,-14903.30357,111136.5826,7995650.001,13104.37382,-3281.916948,1.20E-08,-2.45E-08,-1.03734575,600692.2976,0.537458106,0.37691896,0.537458106,0.428571429,0.472904072
TX_30_120_R01,120,30,49.62,"[40, 277]",7,6,1.62,5,-15089.05602,111269.919,8000489.124,13140.33817,-3306.069305,4.50E-08,-3.47E-08,-1.03758399,438175.4602,0.523096957,0.367077376,0.523096957,0.428571429,0.460267839
TX_30_30_P01,30,30,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7,3,2,5,-3162.454153,114721.0748,1942301.5,14062.50566,-894.0247509,1.29E-09,-1.23E-09,-0.098954246,95347.312,0.659587289,0.520569991,0.659587289,0.428571429,0.580364332
TX_30_30_P02,30,30,31.25,"[0.75, 12, 1, 12, 0.5, 19.5]",7,3,2,5,-3853.123293,114841.7988,1946529.319,14003.68085,-807.4356041,1.46E-09,-7.29E-10,-0.094897022,95867.64162,0.659905529,0.520820718,0.659905529,0.428571429,0.580644349
TX_30_30_P03,30,30,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7,3,1.995,5,-6358.821248,129425.6947,1980946.933,13836.7765,-816.5467126,1.42E-09,-1.51E-09,-0.085820619,110488.9159,0.668267276,0.527408562,0.668267276,0.428571429,0.588001767
TX_30_30_P04,30,30,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7,3,2,5,-4328.782967,118675.7238,1972093.753,13833.8921,-756.6348618,4.43E-10,-2.25E-09,-0.060224921,168798.17,0.693949613,0.547642519,0.693949613,0.428571429,0.610599402
