Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,I,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,maxmoment,ybar1,girders,Sb1,mindeflection,girderspacing,df1,df2,haunch,TandemMoment
TX_24_95_R02,9838239.222778955,24.490000000000002,-2475100.1166823795,0.4545429751953418,-66146.72386435341,9838239.222778955,28216.637629996254,-2647.1134087032015,-9164.50835759069,39171.99440804623,15600.0,4,35128.31586208766,95,24,0.5065876282102156,2372174.1712377095,-7134.009074599257,68.1,1215.5519504967656,17088000.0,454054.86709667137,5,0.5757396548910906,69014.19900573172,32.225685123566805,46.49,5932262.654921792,25.840601147942753,"[36, 231]",1091.9497370997758,-0.5876359798733719,7.3333,0.40965945864981246,0.5757396548910906,2.490000000000002,17088000.0
TX_24_95_R03,9835475.592769004,24.979999999999997,-2456281.7383386926,0.4545429751953418,-61718.90288230856,9835475.592769004,28657.935209657422,-2475.975406780171,-7437.720445510803,38687.37869627458,16700.0,4,35005.2626054835,95,24,0.5064453242124891,2357851.625578473,-6986.476744808579,63.4,1144.6481459697752,17088000.0,452590.4867561431,5,0.5755779256068003,64293.193737551956,33.79848980884658,48.98,5985139.840352488,27.425597794234548,"[40, 215]",1044.933839716775,-0.5973026396167379,7.3333,0.40954652536513964,0.5755779256068003,0.9799999999999969,17088000.0
TX_28_100_P01,11603624.064823797,26.261831275720162,-2678117.6239307662,0.5384792892581054,-70545.90480009916,11603624.064823797,29804.263531305238,-2741.512165681975,-11187.656542772667,41589.177644930605,14642.487590020575,4,37659.54627150759,100,28,0.5619723719463526,2537508.95448204,-7551.578074985438,60.75,1278.3853297983826,18168000.0,454836.0943331716,5,0.638684723955515,74453.30415934707,32.53258362366356,46.25,6561759.548311453,25.378531361489994,"[1.125, 16, 1.625, 16, 0.5, 33.5]",1174.3888212747786,-0.7129640120797501,8.667,0.4451033897151207,0.638684723955515,2.0,18168000.0
TX_28_100_P02,11761730.295879664,27.897088353413654,-2713938.352985779,0.5384792892581054,-65930.45399924116,11761730.295879664,34688.513993342865,-2872.095637962604,-10766.50496658148,48251.25752003953,17456.01650351406,4,37671.75052697694,100,28,0.5696295774185046,2566170.2412622813,-7555.086830600997,62.25,1387.7908955899863,18168000.0,530140.8282582037,5,0.6473871805305847,69725.42789965885,34.76839174645735,49.25,6615724.646902321,27.172228795295247,"[1.125, 16, 1.625, 16, 0.5, 36.5]",1276.6164400672583,-0.6236255045191539,8.667,0.45104881520472906,0.6473871805305847,2.0,18168000.0
TX_28_100_R01,11678682.594818428,24.67,-2743961.205663722,0.5384792892581054,-70854.94916425087,11678682.594818428,31111.79918444079,-3010.0669220833424,-12191.066147737158,43615.42336638471,16700.0,4,38388.3453057202,100,28,0.5656075138554878,2557522.7839258853,-7694.790008093314,72.5,1316.797551137575,18168000.0,489293.17859337176,5,0.6428160829380465,76017.78460883348,33.122345442323734,46.67,6588313.350795635,26.364083892557602,"[36, 247]",1180.0826955046762,-0.653478016867177,8.667,0.4479258900964304,0.6428160829380465,2.6700000000000017,18168000.0
TX_28_100_R02,11776061.515472673,25.380000000000003,-2638050.1500665853,0.5384792892581054,-63702.7355815183,11776061.515472673,33914.471513405406,-2896.758142115977,-9429.111309718142,46560.03318440079,19600.0,4,38317.10378353787,100,28,0.5703236493241933,2447804.318671324,-7387.48409815149,73.3,1351.0504782776943,18168000.0,537492.2648502095,5,0.6481759971087997,68651.56179853289,34.46209740716354,49.38,6705771.195385754,27.6922667859899,"[40, 249]",1224.6910581752538,-0.6230173718665838,8.667,0.4515877262754468,0.6481759971087997,1.3800000000000026,18168000.0
TX_28_105_P01,12281341.959199136,26.263181818181817,-2810931.2324380227,0.5384792892581054,-74139.24906792743,12281341.959199136,33153.09753595358,-2856.8350100958874,-10336.629470490592,46376.926144096535,17339.30706439394,4,37550.723352936555,105,28,0.5614209957438562,2685281.285031001,-7676.615935334281,68.75,1437.449561697204,19248000.000000004,520954.2809051731,6,0.638058081837029,77606.7615526907,32.263341532025,46.75,6896760.104996902,25.145165482503373,"[1.375, 16, 1.875, 16, 0.5, 33.5]",1318.4680593580633,-0.7431976738370402,8.667,0.4427969126214861,0.638058081837029,2.0,19248000.000000004
TX_28_105_P02,12436798.038278686,28.3979304029304,-2664569.6551843593,0.5384792892581054,-65467.46065806687,12436798.038278686,38047.004346286354,-2927.8316850253727,-10075.479902803096,53343.2448747857,19632.497538919415,4,37277.395835215975,105,28,0.5685274102546828,2539389.9284264925,-7430.694231189424,68.25,1553.8087566539698,19248000.000000004,600692.2976287256,6,0.6461345614234562,68692.957561106,34.330637310641144,49.62,7041835.067703416,26.630057517178745,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1428.7240769849134,-0.6686620878432769,8.667,0.44828773417305323,0.6461345614234562,1.9949999999999974,19248000.000000004
TX_28_105_R01,12394822.279326754,25.11,-2858808.1277128654,0.5384792892581054,-74242.33302652359,12394822.279326754,35302.91316686766,-3189.094407297288,-11774.41039295781,50053.18362987858,19600.0,4,38294.26194556618,105,28,0.5666085586775352,2686433.899906352,-7852.239692715489,82.9,1523.7360342493753,19248000.000000004,578145.9484820844,6,0.6439537759417473,79003.6301096603,32.84898598236265,47.11,6932559.165492536,26.030113487362588,"[36, 282]",1356.2335478870248,-0.6647266363839667,8.667,0.44680511989858207,0.6439537759417473,3.1099999999999994,19248000.000000004
TX_28_105_R02,12450702.412210584,25.689999999999998,-2766639.7668485926,0.5384792892581054,-67442.50262839114,12450702.412210584,37220.986977253604,-3031.174434762154,-9426.327761355273,51551.97532651449,21900.0,4,38235.82302619176,105,28,0.5691630254410341,2594727.1460298863,-7563.5362811037785,81.4,1505.999756884997,19248000.000000004,608333.3400831951,6,0.646856941615263,71908.80366520418,34.231064839707784,49.69,7031742.621131253,27.42060540284472,"[40, 277]",1357.4093799326602,-0.6536207223078755,8.667,0.44877884675287866,0.646856941615263,1.6899999999999977,19248000.000000004
TX_28_110_P01,12973222.060610067,28.3979304029304,-2830919.621226515,0.5384792892581054,-69947.09194088007,12973222.060610067,38047.004346286354,-2927.8316850253727,-10075.479902803096,53343.2448747857,19632.497538919415,4,37318.75626624886,110,28,0.5615412133283644,2713145.4851520085,-7548.654341946596,68.25,1553.8087566539698,20328000.0,600692.2976287256,6,0.6381947097899482,72981.70431017934,34.330637310641144,49.62,7333204.4109942345,26.630057517178745,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1428.7240769849134,-0.7591134933066596,8.667,0.44110721577154377,0.6381947097899482,1.9949999999999974,20328000.0
