Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_24_35_R01_LK0,2766974.680609359,16.25,-10831.034321677114,0.4545429751953418,-388.18983570073624,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31849.49603663283,35,24,0.5784034635452991,8749.917509853767,-1304.5633156203594,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,444.2495971096063,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK1,2766974.680609359,16.25,-22848.536840212197,0.4545429751953418,-820.6713746285579,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31886.063550180577,35,24,0.5784034635452991,18393.34819722584,-1305.4805464211076,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,941.4373726272261,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK2,2766974.680609359,16.25,-47450.4940350794,0.4545429751953418,-1699.5295658938994,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31961.154109105977,35,24,0.5784034635452991,37990.04143991587,-1307.339989223261,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,1959.2681777430846,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK3,2766974.680609359,16.25,-95174.39328899939,0.4545429751953418,-3379.2461793433285,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32107.7074263132,35,24,0.5784034635452991,75444.19676959881,-1310.8763884178175,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,3933.6960792633226,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK4,2766974.680609359,16.25,-178853.68290027062,0.4545429751953418,-6243.38515893486,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32367.54486714559,35,24,0.5784034635452991,139308.48516709832,-1316.8492408278903,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,7395.6580240681005,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK5,2766974.680609359,16.25,-302790.7080868678,0.4545429751953418,-10292.52619605767,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32759.21811183777,35,24,0.5784034635452991,229595.83253383863,-1325.153396553833,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,12523.13452798914,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK6,2766974.680609359,16.25,-447518.91313387436,0.4545429751953418,-14725.271143969583,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33227.06294045902,35,24,0.5784034635452991,328436.7420578668,-1334.0196597972079,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,18510.745343518953,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK7,2766974.680609359,16.25,-576429.1755960154,0.4545429751953418,-18404.33746868805,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33653.304545526065,35,24,0.5784034635452991,410472.1999981367,-1341.1602889464357,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,23843.917566902604,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK8,2766974.680609359,16.25,-666234.1478191285,0.4545429751953418,-20818.650370097195,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33955.508255373235,35,24,0.5784034635452991,464306.31088314933,-1354.970514882917,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,27559.24160129235,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_35_R01_LK9,2766974.680609359,16.25,-718507.3103421634,0.4545429751953418,-22168.47004814277,2766974.680609359,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,34133.377506252305,35,24,0.5784034635452991,494404.4568940761,-1393.2479829475476,38.2,492.0269841301811,4209230.769230769,100934.47641637054,3,0.6573587508757615,29721.83032792919,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.5096270190906289,0.6573587508757615,3.25,4209230.769230769
TX_24_40_R01_LK0,3303378.7311674347,16.25,-10229.748721572254,0.4545429751953418,-380.37708954259386,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31802.585368775486,40,24,0.5581048914699629,8570.269180083158,-1570.914471761111,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,419.7517635235125,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK1,3303378.7311674347,16.25,-21586.69321075504,0.4545429751953418,-804.3418209290542,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31838.807543996405,40,24,0.5581048914699629,18023.87488536312,-1571.2177582495854,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,889.6103737240692,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK2,3303378.7311674347,16.25,-44843.28085758498,0.4545429751953418,-1666.5016910769011,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,31913.222282056046,40,24,0.5581048914699629,37248.39726636045,-1571.829741004676,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,1851.77945794794,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK3,3303378.7311674347,16.25,-89983.26808853947,0.4545429751953418,-3316.5780586230826,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32058.584939996283,40,24,0.5581048914699629,74041.95627625956,-1572.9824134990627,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,3719.303825104853,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK4,3303378.7311674347,16.25,-169211.31694500288,0.4545429751953418,-6137.0840127433385,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32316.725062947604,40,24,0.5581048914699629,136933.86497926145,-1574.891575317415,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,6997.1062402252,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK5,3303378.7311674347,16.25,-286732.069238411,0.4545429751953418,-10139.46618594322,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,32706.83335615362,40,24,0.5581048914699629,226179.36147030749,-1577.450283534305,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,11859.12578474396,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK6,3303378.7311674347,16.25,-424222.680644703,0.4545429751953418,-14541.194556175958,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33174.383957575745,40,24,0.5581048914699629,324329.5172576588,-1580.0207993409413,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,17547.301016461446,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK7,3303378.7311674347,16.25,-546916.4920821711,0.4545429751953418,-18210.635642237423,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33601.88769926411,40,24,0.5581048914699629,406151.0618775063,-1581.9251246663907,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,22623.285629616043,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK8,3303378.7311674347,16.25,-632523.9403848032,0.4545429751953418,-20626.622838251315,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,33905.902923568705,40,24,0.5581048914699629,460022.9730278379,-1583.036437945586,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,26164.949686638232,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R01_LK9,3303378.7311674347,16.25,-682406.9410263315,0.4545429751953418,-21980.14955659247,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,34085.2061577056,40,24,0.5581048914699629,490204.03989374504,-1583.602254774405,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,28228.65272034213,21.414412164347148,29.25,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_45_P01_LK0,4071475.2186411875,23.866197183098592,-9591.404174204088,0.4545429751953418,-383.06342433245993,4071475.2186411875,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,31682.969421657508,45,24,0.5697281770904984,8300.452949826193,-1739.9475724631438,35.5,466.98906549167503,6288000.0,182010.73156637722,4,0.6474992396057868,410.35461094260916,20.54220254382916,29.25,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.49095265784990955,0.6474992396057868,2.0,6288000.0
TX_24_45_P01_LK1,4071475.2186411875,23.866197183098592,-20276.814953992263,0.4545429751953418,-809.1805825913546,4071475.2186411875,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,31716.537545391035,45,24,0.5697281770904984,17495.653454569452,-1740.0619884091022,35.5,466.98906549167503,6288000.0,182010.73156637722,4,0.6474992396057868,868.5932188076149,20.54220254382916,29.25,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.49095265784990955,0.6474992396057868,2.0,6288000.0
TX_24_45_P01_LK2,4071475.2186411875,23.866197183098592,-42073.75174778614,0.4545429751953418,-1672.9916969696958,4071475.2186411875,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,31785.233828451564,45,24,0.5697281770904984,36135.87068352659,-1740.2918831726984,35.5,466.98906549167503,6288000.0,182010.73156637722,4,0.6474992396057868,1803.3440663900599,20.54220254382916,29.25,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.49095265784990955,0.6474992396057868,2.0,6288000.0
TX_24_45_P01_LK3,4071475.2186411875,23.866197183098592,-84057.48721108386,0.4545429751953418,-3316.1107238413038,4071475.2186411875,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,31918.397727653333,45,24,0.5697281770904984,71592.80690963937,-1740.7213179978753,35.5,466.98906549167503,6288000.0,182010.73156637722,4,0.6474992396057868,3603.7953597901956,20.54220254382916,29.25,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.49095265784990955,0.6474992396057868,2.0,6288000.0
