Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_24_100_R01_LK7,10495377.227805309,24.340000000000003,-512451.99369829794,0.4545429751953418,-13783.640439505563,10495377.227805309,31749.2436164888,-2926.6630170558724,-9877.214752747373,45470.14720458249,4,34428.58923920817,100,24,0.5082991315671385,463184.2321387032,-1976.2702815640691,85.7,1505.810492028768,18168000.0,550813.3444035017,5,0.5776847879681478,15057.017778303405,30.19646060728457,44.84,23.951725555193057,"[33, 291]",1325.5514114558287,17700.0,7.3333,0.4092156942883559,0.5776847879681478,3.8400000000000034,18168000.0
TX_24_100_R01_LK8,10495377.227805309,24.340000000000003,-610969.69827684,0.4545429751953418,-16125.586628956338,10495377.227805309,31749.2436164888,-2926.6630170558724,-9877.214752747373,45470.14720458249,4,34710.72039099575,100,24,0.5082991315671385,541859.8785506949,-1975.4951339355264,85.7,1505.810492028768,18168000.0,550813.3444035017,5,0.5776847879681478,17952.244988294475,30.19646060728457,44.84,23.951725555193057,"[33, 291]",1325.5514114558287,17700.0,7.3333,0.4092156942883559,0.5776847879681478,3.8400000000000034,18168000.0
TX_24_100_R01_LK9,10495377.227805309,24.340000000000003,-671195.9368690148,0.4545429751953418,-17506.198120409124,10495377.227805309,31749.2436164888,-2926.6630170558724,-9877.214752747373,45470.14720458249,4,34886.41471417551,100,24,0.5082991315671385,588240.321458952,-1975.038185075184,85.7,1505.810492028768,18168000.0,550813.3444035017,5,0.5776847879681478,19722.15234561085,30.19646060728457,44.84,23.951725555193057,"[33, 291]",1325.5514114558287,17700.0,7.3333,0.4092156942883559,0.5776847879681478,3.8400000000000034,18168000.0
TX_24_105_P01_LK0,11721455.703624625,41.02091973244147,-7209.0486225796,0.4545429751953418,-196.56393730923577,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32442.286645391465,105,24,0.5358267324986661,7145.459382453243,-2592.1422679999787,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,196.56393713359685,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK1,11721455.703624625,41.02091973244147,-15204.466313087449,0.4545429751953418,-416.84557466570874,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32460.87205937694,105,24,0.5358267324986661,15066.122380753577,-2585.467133864715,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,416.8455744846015,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK2,11721455.703624625,41.02091973244147,-31589.52707092113,0.4545429751953418,-868.2728102491956,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32499.29544300707,105,24,0.5358267324986661,31297.97993762484,-2571.539691037261,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,868.2728099722898,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK3,11721455.703624625,41.02091973244147,-63572.220773059875,0.4545429751953418,-1748.544076924353,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32574.682982466664,105,24,0.5358267324986661,62949.98223531518,-2544.659194787983,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,1750.7294464329934,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK4,11721455.703624625,41.02091973244147,-120863.29317083374,0.4545429751953418,-3299.4639858387936,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32711.266122638117,105,24,0.5358267324986661,118716.37925621019,-2495.5377839743815,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,3329.013324433674,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK5,11721455.703624625,41.02091973244147,-208058.1524273252,0.4545429751953418,-5611.431266842642,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,32921.52947136234,105,24,0.5358267324986661,201847.84214215583,-2420.5602132232425,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,5731.0889284101495,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK6,11721455.703624625,41.02091973244147,-312772.5445471388,0.4545429751953418,-8308.788521019225,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,33176.66381414079,105,24,0.5358267324986661,298836.5774668905,-2330.7318480221493,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,8615.792600056671,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
TX_24_105_P01_LK7,11721455.703624625,41.02091973244147,-408559.5266518943,0.4545429751953418,-10698.601920723497,11721455.703624625,34653.276835943456,-2643.554439877359,-7681.094556874473,48528.308468326424,4,33416.06031151326,105,24,0.5358267324986661,384767.0562621289,-2246.5261177404477,74.75,1575.230784508438,19248000.000000004,1166786.6826436315,6,0.6089700594152443,11254.544404425103,30.80711026319234,47.12,24.016407903991905,"[1.5, 16, 2.125, 16, 0.5, 33.5]",1442.9000779164621,19260.505138656634,7.3333,0.4291382682463657,0.6089700594152443,1.9949999999999974,19248000.000000004
